nuts2_id,year,gdp_mio_eur,gdp_eur,gdp_pc,log_gdp_pc,gdp_pc_growth,gdp_pc_pps,log_gdp_pc_pps,gdp_pc_pps_growth,gdp_volume_index,gdp_pc_real,log_gdp_pc_real,gdp_pc_real_growth
PL84,2022,14969.97,1.496997e+10,13741.67076,9.528188157,13.8584143,21800,9.989665249,9.119023806,132.5,10629.34977,9.2713743,5.348039139
PL84,2023,16826.86,1.682686e+10,15525.02459,9.650208491,12.2020334,22700,10.0301202,4.045495469,136.2,10926.16935,9.298916049,2.754174829
PL91,2000,,,,,,19400,9.873028345,,53.8,12437.32593,9.428457386,
PL91,2001,,,,,,20300,9.918376165,4.534781998,54.7,12645.38529,9.445047628,1.659024226
PL91,2002,,,,,,21000,9.952277717,3.390155168,54.8,12668.50299,9.446874113,0.1826484526
PL91,2003,,,,,,21600,9.980448594,2.817087697,56.7,13107.73941,9.48095813,3.408401678
PL91,2004,,,,,,23100,10.0475879,6.713930284,58.9,13616.32895,9.519025009,3.806687992
PL91,2005,,,,,,24800,10.11859893,7.101103564,62.8,14517.91949,9.583138992,6.411398282
PL91,2006,,,,,,26300,10.17732422,5.872528601,68,15720.04021,9.662691624,7.95526317
PL91,2007,,,,,,29000,10.27505111,9.77268908,74.3,17176.4557,9.751294871,8.860324655
PL91,2008,,,,,,30500,10.32548196,5.043085363,76.6,17708.16294,9.781780996,3.048612502
PL91,2009,,,,,,31300,10.35137338,2.589141393,80.7,18655.9889,9.833922494,5.214149853
PL91,2010,,,,,,34600,10.45160896,10.02355845,83.3,19257.04926,9.865632468,3.17099739
PL91,2011,,,,,,36500,10.50506754,5.345857852,86.9,20089.28668,9.907941951,4.23094831
PL91,2012,,,,,,37900,10.54270639,3.76388515,89,20574.75851,9.931820289,2.387833746
PL91,2013,,,,,,38600,10.56100756,1.830116438,91.9,21245.17199,9.963884948,3.206465963
PL91,2014,68294.51,6.829451e+10,,,,39300,10.5789798,1.79722424,94.8,21915.58547,9.994953328,3.10683799
PL91,2015,72431.8,7.24318e+10,,,,41600,10.63585545,5.687564839,100,23117.70619,10.0483541,5.340077673
PL91,2016,71713.89,7.171389e+10,24065.53215,10.08853589,,41900,10.64304111,0.7185659661,104.1,24065.53215,10.08853589,4.018178963
PL91,2017,79676.8,7.96768e+10,26538.78155,10.1863624,9.782650252,44400,10.70099475,5.795364251,111.2,25706.88929,10.1545143,6.59784062
PL91,2018,87282.53,8.728253e+10,28853.40462,10.26998328,8.362087921,47500,10.76848499,6.74902416,121.5,28088.01303,10.24309818,8.858388096
PL91,2019,94464.16,9.446416e+10,30940.36757,10.339817,6.983372809,50700,10.83368119,6.519619956,129.2,29868.0764,10.30454551,6.144732857
PL91,2020,93557,9.3557e+10,30352.00829,10.32061797,-1.919903897,48300,10.78518684,-4.849434994,125.7,29058.95669,10.27708203,-2.746347575
PL91,2021,100193.45,1.0019345e+11,30896.34554,10.33839319,1.77752234,51300,10.84544603,6.025919152,132.1,30538.48988,10.32674313,4.966109593
PL91,2022,115824.76,1.1582476e+11,35564.05335,10.47909067,14.06974806,54500,10.90595598,6.050994949,142.2,32873.37821,10.40041844,7.367530584
PL91,2023,137339.26,1.3733926e+11,42006.06819,10.64556937,16.64786982,59300,10.99036458,8.440860433,144.7,33451.32086,10.41784655,1.742811627
PL92,2000,,,,,,7000,8.853665428,,53.5,5009.433783,8.51907817,
PL92,2001,,,,,,7300,8.895629627,4.19641991,55.3,5177.97548,8.552169425,3.309125463
PL92,2002,,,,,,7500,8.9226583,2.702867239,55.8,5224.792618,8.561170386,0.9000960859
PL92,2003,,,,,,8100,8.999619341,7.696104114,58.2,5449.514881,8.603281871,4.211148535
PL92,2004,,,,,,9000,9.104979856,10.53605157,62.5,5852.14227,8.674563073,7.1281202
PL92,2005,,,,,,9300,9.137769679,3.278982282,64.1,6001.957112,8.69984088,2.527780718
PL92,2006,,,,,,9800,9.190137665,5.236798552,68.8,6442.03821,8.770600261,7.075938101
PL92,2007,,,,,,10700,9.27799902,8.786135579,72.9,6825.938743,8.828485155,5.788489408
PL92,2008,,,,,,11500,9.350102314,7.21032939,76.7,7181.748993,8.879298225,5.081306936
PL92,2009,,,,,,11800,9.37585481,2.57524961,80.9,7575.012954,8.93261034,5.331211569
PL92,2010,,,,,,13200,9.487972109,11.21172981,84.8,7940.186631,8.979692059,4.708171873
PL92,2011,,,,,,14500,9.581903928,9.393181983,90.8,8501.992289,9.048055802,6.836374281
PL92,2012,,,,,,14900,9.609116492,2.721256352,91.7,8586.263138,9.057918896,0.9863093655
PL92,2013,,,,,,14900,9.609116492,0,91,8520.719144,9.050256023,-0.7662872746
PL92,2014,21545.76,2.154576e+10,,,,15500,9.648595303,3.947881097,95.5,8942.073388,9.098522764,4.826674097
PL92,2015,22963.09,2.296309e+10,,,,16700,9.723163998,7.45686955,100,9363.427631,9.144566702,4.60439385
PL92,2016,22731.45,2.273145e+10,9700.511026,9.179933846,,17000,9.740968623,1.780462463,103.6,9700.511026,9.179933846,3.536714384
PL92,2017,24809.39,2.480939e+10,10605.90217,9.269165934,8.923208778,17800,9.786953736,4.598511324,107.2,10037.59442,9.214092765,3.415891881
PL92,2018,26157.4,2.61574e+10,11203.30582,9.323964176,5.479824205,18500,9.825526011,3.857227479,110.8,10374.67782,9.247123291,3.303052568
PL92,2019,28421.91,2.842191e+10,12212.88437,9.410246769,8.628259346,20100,9.908475094,8.294908298,117.7,11020.75432,9.307535531,6.041223995
PL92,2020,28415.94,2.841594e+10,12253.34676,9.413554383,0.3307613946,21100,9.957028319,4.855322542,118.6,11105.02517,9.315153003,0.7617472297
PL92,2021,31325.51,3.132551e+10,13987.90607,9.545948383,13.23939999,23300,10.05620864,9.918032009,123.9,11601.28684,9.358871305,4.371830207
PL92,2022,37301.37,3.730137e+10,16782.07632,9.72806671,18.21183269,26500,10.18490001,12.86913724,131.5,12312.90734,9.418403368,5.953206298
PL92,2023,40631.85,4.063185e+10,18383.34797,9.819200532,9.113382198,26700,10.19241884,0.7518832414,135.1,12649.99073,9.445411761,2.700839335
PT11,2000,,,,,,12600,9.441452093,,94.2,13996.94546,9.546594404,
PT11,2001,,,,,,13100,9.480367509,3.891541625,97.1,14427.8493,9.576915597,3.032119371
PT11,2002,,,,,,13400,9.503009986,2.264247675,96.4,14323.83803,9.569680424,-0.7235173681
PT11,2003,,,,,,13500,9.510444964,0.7434978488,94.1,13982.08671,9.545532269,-2.414815503
PT11,2004,,,,,,13700,9.525151112,1.470614739,94.8,14086.09798,9.552943631,0.741136267
PT11,2005,,,,,,14600,9.588776808,6.362569588,96.1,14279.26177,9.566563538,1.361990672
PT11,2006,,,,,,15400,9.642122788,5.334598071,97.7,14517.00182,9.583075781,1.651224307
PT11,2007,,,,,,16200,9.692766521,5.064373282,101.1,15022.19943,9.617284348,3.420856698
PT11,2008,,,,,,16600,9.717157974,2.439145312,101.7,15111.35195,9.623201525,0.5917177028
PT11,2009,,,,,,16000,9.680344001,-3.681397312,97.9,14546.71933,9.585120772,-3.808075352
PT11,2010,,,,,,16600,9.717157974,3.681397312,100.2,14888.47065,9.608342411,2.322163911
PT11,2011,,,,,,16100,9.686574551,-3.058342337,98.9,14695.30686,9.595283461,-1.305895002
PT11,2012,,,,,,16000,9.680344001,-0.6230549751,95.8,14234.68551,9.563436907,-3.184655365
PT11,2013,,,,,,16700,9.723163998,4.281999718,95.8,14234.68551,9.563436907,0
PT11,2014,50782.14,5.078214e+10,,,,17300,9.75846178,3.529778208,97.8,14531.86058,9.584098799,2.066189206
PT11,2015,52770.63,5.277063e+10,,,,18000,9.798127037,3.966525639,100,14858.75315,9.606344408,2.224560895
PT11,2016,55077.73,5.507773e+10,15274.79823,9.633959575,,18600,9.83091686,3.278982282,102.8,15274.79823,9.633959575,2.761516703
PT11,2017,57652.65,5.765265e+10,16029.80879,9.682205317,4.824574227,19200,9.862665558,3.174869831,106.4,15809.71335,9.668379799,3.442022389
PT11,2018,60909.74,6.090974e+10,16955.16174,9.738327594,5.612227671,20200,9.913437883,5.077232537,110.3,16389.20472,9.704378148,3.599834935
PT11,2019,63524.58,6.352458e+10,17686.83857,9.780576058,4.22484641,21000,9.952277717,3.883983332,113.3,16834.96731,9.73121339,2.683524177
PT11,2020,60578.91,6.057891e+10,16827.27868,9.73075658,-4.981947852,20000,9.903487553,-4.879016417,106,15750.27833,9.664613316,-6.660007392
PT11,2021,65622.12,6.562212e+10,18221.10859,9.810336014,7.957943411,21500,9.975808214,7.232066158,111.9,16626.94477,9.718779837,5.416652121
PT11,2022,72462.89,7.246289e+10,20072.94504,9.90712817,9.679215585,23900,10.08163374,10.58255238,117.7,17488.75245,9.769313236,5.053339895
PT11,2023,78659.54,7.865954e+10,21608.01847,9.98081975,7.369158081,26100,10.16969059,8.805685539,120.4,17889.93879,9.791993755,2.268051861
PT15,2000,,,,,,16200,9.692766521,,94.6,16970.34774,9.739222849,
PT15,2001,,,,,,17000,9.740968623,4.820210182,99.1,17777.60529,9.785694815,4.647196528
PT15,2002,,,,,,17700,9.781319919,4.035129552,100.5,18028.75209,9.799723101,1.402828616
PT15,2003,,,,,,18400,9.820105944,3.878602504,101,18118.44737,9.80468589,0.4962789342
PT15,2004,,,,,,18600,9.83091686,1.08109161,101.5,18208.14266,9.809624172,0.4938281641
PT15,2005,,,,,,19900,9.898475011,6.755815101,104,18656.61908,9.833956272,2.433210066
PT15,2006,,,,,,21000,9.952277717,5.380270599,107,19194.79078,9.862394208,2.843793532
PT15,2007,,,,,,21800,9.989665249,3.738753207,109.9,19715.02343,9.889136235,2.674202695
PT15,2008,,,,,,22100,10.00333289,1.366763873,110.1,19750.90154,9.890954417,0.1818182319
PT15,2009,,,,,,20400,9.92329018,-8.004270767,103,18477.22851,9.824294361,-6.66600555
PT15,2010,,,,,,20500,9.928180165,0.4889985294,102.9,18459.28945,9.823323016,-0.09713453896
PT15,2011,,,,,,19700,9.888373915,-3.98062504,99.6,17867.30058,9.790727538,-3.259547825
PT15,2012,,,,,,19600,9.883284845,-0.5089069507,96.6,17329.12887,9.760144114,-3.058342337
PT15,2013,,,,,,20200,9.913437883,3.015303817,94.9,17024.16491,9.742389079,-1.77550356
PT15,2014,7508.84,7508840000,,,,21000,9.952277717,3.883983332,97.3,17454.70227,9.767364362,2.497528358
PT15,2015,7880.99,7880990000,,,,21900,9.994241916,4.19641991,100,17939.0568,9.794735559,2.73711968
PT15,2016,8507.83,8507830000,18836.00964,9.843525723,,23400,10.0604913,6.624938554,105,18836.00964,9.843525723,4.879016417
PT15,2017,9223.7,9223700000,20347.89323,9.920732659,7.720693524,25000,10.1266311,6.61398025,110.6,19840.59683,9.895485462,5.195973893
PT15,2018,9729.59,9729590000,21331.53407,9.96794173,4.720907112,26300,10.17732422,5.069311432,113.4,20342.89042,9.920486764,2.500130221
PT15,2019,10239.8,1.02398e+10,22279.95396,10.01144263,4.350089787,27600,10.22557105,4.824683354,117.1,21006.63552,9.952593644,3.210687931
PT15,2020,8527.88,8527880000,18315.5001,9.81550298,-19.59396475,22900,10.03889219,-18.66788622,95.6,17149.7383,9.749738193,-20.28554505
PT15,2021,9419.31,9419310000,20045.69135,9.905769514,9.026653425,23700,10.07323033,3.433813758,102.7,18423.41134,9.82137749,7.163929688
PT15,2022,11984.17,1.198417e+10,25499.15635,10.14640065,24.0631132,30200,10.3155972,24.23668762,124,22244.43044,10.00984694,18.84694487
PT15,2023,13143.03,1.314303e+10,27460.3755,10.22049935,7.40987072,33200,10.41030515,9.470795154,128.1,22979.93177,10.04237658,3.25296433
PT19,2021,31224.81,3.122481e+10,,,,22100,10.00333289,,,,,
PT19,2022,34113.88,3.411388e+10,,,,24400,10.10233841,9.900552378,,,,
PT19,2023,36631.12,3.663112e+10,21905.0666,9.99447324,,26400,10.18111929,7.878087785,,,,
PT1A,2021,65457.82,6.545782e+10,,,,37300,10.52674861,,,,,
PT1A,2022,75526.36,7.552636e+10,,,,43300,10.67590791,14.91593084,,,,
PT1A,2023,84363.4,8.43634e+10,40216.28971,10.60202741,,48500,10.78931908,11.34111629,,,,
PT1B,2021,11976.16,1.197616e+10,,,,17400,9.764225485,,,,,
PT1B,2022,13176.45,1.317645e+10,,,,19200,9.862665558,9.844007281,,,,
PT1B,2023,14154.11,1.415411e+10,17181.0294,9.751561112,,20700,9.937888979,7.522342124,,,,
PT1C,2021,9306.01,9306010000,,,,23300,10.05620864,,,,,
PT1C,2022,10479.33,1.047933e+10,,,,26500,10.18490001,12.86913724,,,,
PT1C,2023,11326.56,1.132656e+10,23959.63912,10.08412599,,29000,10.27505111,9.015109699,,,,
PT1D,2021,13889.43,1.388943e+10,,,,20000,9.903487553,,,,,
PT1D,2022,14918.26,1.491826e+10,,,,21400,9.971146201,6.765864847,,,,
PT1D,2023,16560.19,1.656019e+10,19786.4025,9.892750238,,23800,10.07744086,10.62946586,,,,
PT20,2000,,,,,,12500,9.433483923,,85.6,13663.73632,9.522500619,
PT20,2001,,,,,,13500,9.510444964,7.696104114,90.2,14398.00253,9.574844763,5.234414392
PT20,2002,,,,,,14300,9.568014816,5.756985182,93.3,14892.8341,9.608635443,3.379068078
PT20,2003,,,,,,14900,9.609116492,4.110167569,93,14844.94717,9.605414829,-0.32206147
PT20,2004,,,,,,15200,9.629050707,1.99342149,94.4,15068.4195,9.620356409,1.494158
PT20,2005,,,,,,16300,9.698920387,6.986967996,96.3,15371.70336,9.640283654,1.992724565
PT20,2006,,,,,,17200,9.752664663,5.374427601,98.3,15690.94954,9.660839363,2.055570835
PT20,2007,,,,,,17800,9.786953736,3.428907348,100.6,16058.08264,9.683967593,2.312823051
PT20,2008,,,,,,18500,9.825526011,3.857227479,103.3,16489.06498,9.710452712,2.648511846
PT20,2009,,,,,,18100,9.803667217,-2.185879381,101,16121.93188,9.687935852,-2.251685928
PT20,2010,,,,,,18700,9.836278803,3.261158559,102.6,16377.32882,9.703653268,1.57174159
PT20,2011,,,,,,18000,9.798127037,-3.815176596,100.8,16090.00726,9.685953691,-1.76995771
PT20,2012,,,,,,17600,9.775654181,-2.247285585,97.1,15499.40183,9.648556711,-3.739698034
PT20,2013,,,,,,18300,9.814656339,3.90021578,96.3,15371.70336,9.640283654,-0.8273056493
PT20,2014,3685.83,3685830000,,,,18500,9.825526011,1.086967224,96.8,15451.51491,9.64546233,0.5178675478
PT20,2015,3824.28,3824280000,,,,19100,9.857443614,3.191760297,100,15962.30879,9.677985522,3.252319171
PT20,2016,3973.06,3973060000,16441.17805,9.707544324,,19700,9.888373915,3.093030069,103,16441.17805,9.707544324,2.955880224
PT20,2017,4110.58,4110580000,17119.7128,9.747985874,4.044154986,20100,9.908475094,2.010117932,104.8,16728.49961,9.724869107,1.732478366
PT20,2018,4284.64,4284640000,17930.06478,9.79423418,4.62483059,20900,9.947504438,3.902934391,106.9,17063.7081,9.744709154,1.984004614
PT20,2019,4487.27,4487270000,18867.71112,9.845207334,5.097315414,21800,9.989665249,4.216081082,109.6,17494.69043,9.76965271,2.494355648
PT20,2020,4163.07,4163070000,17557.32499,9.77322652,-7.198081357,20200,9.913437883,-7.622736539,99.6,15898.45955,9.6739775,-9.567520992
PT20,2021,4374.46,4374460000,18409.78722,9.820637716,4.741119622,21700,9.98506754,7.162965614,107,17079.6704,9.74564417,7.166666987
PT20,2022,4859.15,4859150000,20348.7106,9.920772828,10.01351116,24200,10.09410791,10.90403726,113.7,18149.14509,9.806378736,6.073456629
PT20,2023,5376.01,5376010000,22388.38105,10.0162974,9.552457233,27100,10.20728901,11.31810947,117.6,18771.67514,9.840104371,3.372563471
PT30,2000,,,,,,14000,9.546812609,,89.1,15352.37517,9.639025475,
PT30,2001,,,,,,14200,9.560997244,1.418463499,88.9,15317.91417,9.636778283,-0.2247191957
PT30,2002,,,,,,15700,9.661415991,10.04187477,96.3,16592.97114,9.71673446,7.995617628
PT30,2003,,,,,,16400,9.705036614,4.362062248,96.8,16679.12364,9.721913135,0.5178675478
PT30,2004,,,,,,17400,9.764225485,5.918887139,102.3,17626.80112,9.777175814,5.526267868
PT30,2005,,,,,,18600,9.83091686,6.66913745,105,18092.02461,9.803226491,2.60506772
PT30,2006,,,,,,19600,9.883284845,5.236798552,107.5,18522.7871,9.826756988,2.353049741
PT30,2007,,,,,,20100,9.908475094,2.519024883,108.8,18746.7836,9.838777475,1.202048685
PT30,2008,,,,,,20600,9.933046355,2.457126073,110,18953.54959,9.849746507,1.096903137
PT30,2009,,,,,,19700,9.888373915,-4.467244005,105.9,18247.09911,9.811761393,-3.798511319
PT30,2010,,,,,,20100,9.908475094,2.010117932,107.2,18471.0956,9.823962389,1.220099603
PT30,2011,,,,,,20000,9.903487553,-0.4987541511,107.1,18453.8651,9.823029118,-0.0933271183
PT30,2012,,,,,,18800,9.841612149,-6.187540372,98.9,17040.96413,9.743375379,-7.965373883
PT30,2013,,,,,,19500,9.878169745,3.655759573,97.7,16834.19814,9.7311677,-1.220767958
PT30,2014,4202.3,4202300000,,,,20000,9.903487553,2.531780798,98.7,17006.50313,9.741351087,1.018338739
PT30,2015,4313.16,4313160000,,,,20600,9.933046355,2.955880224,100,17230.49963,9.754436327,1.308523955
PT30,2016,4477.62,4477620000,17592.34012,9.775218866,,21300,9.966462352,3.341599692,102.1,17592.34012,9.775218866,2.078253918
PT30,2017,4783.57,4783570000,18958.87251,9.850027307,7.480844144,22400,10.01681624,5.035388615,107.3,18488.3261,9.82489479,4.967592447
PT30,2018,4940.38,4940380000,19676.75255,9.887193144,3.716583694,23100,10.0475879,3.077165867,108.8,18746.7836,9.838777475,1.388268479
PT30,2019,5126.38,5126380000,20473.00886,9.926862657,3.966951242,23800,10.07744086,2.985296315,110.7,19074.16309,9.85608998,1.731250529
PT30,2020,4449.63,4449630000,17747.90298,9.784022646,-14.28400107,20600,9.933046355,-14.43945049,93.7,16144.97815,9.68936433,-16.67256505
PT30,2021,5073.17,5073170000,20139.6189,9.910444243,12.64215974,23700,10.07323033,14.01839723,102.3,17626.80112,9.777175814,8.781148371
PT30,2022,6265.72,6265720000,24795.77986,10.11842875,20.79845073,29500,10.29214554,21.89152152,119.1,20521.52506,9.929229617,15.20538034
PT30,2023,6988.63,6988630000,27506.71075,10.22218528,10.37565304,33300,10.41331268,12.11671336,124.5,21451.97204,9.973571857,4.434223954
RO11,2000,,,,,,4300,8.366370302,,56.6,4096.648136,8.317924391,
RO11,2001,,,,,,4900,8.496990484,13.06201824,61.3,4436.829165,8.397695248,7.977085773
RO11,2002,,,,,,5500,8.612503371,11.55128871,67,4849.389136,8.486608025,8.891277645
RO11,2003,,,,,,5800,8.665613197,5.310982531,68.2,4936.243867,8.50435997,1.775194546
RO11,2004,,,,,,6900,8.839276691,17.36634941,75.3,5450.134358,8.60339554,9.903556996
RO11,2005,,,,,,7200,8.881836305,4.255961442,78,5645.557502,8.638624232,3.522869188
RO11,2006,,,,,,8600,9.059517482,17.76811772,84.9,6144.972204,8.723389499,8.476526663
RO11,2007,,,,,,10300,9.239899174,18.0381692,92.8,6716.765849,8.812362045,8.897254647
RO11,2008,,,,,,11700,9.367344121,12.74449466,95.2,6890.47531,8.837895347,2.553330201
RO11,2009,,,,,,11500,9.350102314,-1.724180643,90.4,6543.056387,8.786159673,-5.17356744
RO11,2010,,,,,,11900,9.384293679,3.419136475,86.2,6239.064829,8.738585583,-4.757408973
RO11,2011,,,,,,12000,9.392661929,0.8368249671,86.2,6239.064829,8.738585583,0
RO11,2012,,,,,,12700,9.449357272,5.669534368,90,6514.10481,8.781725076,4.313949266
RO11,2013,,,,,,12300,9.417354541,-3.200273109,90.5,6550.294281,8.787265256,0.5540180376
RO11,2014,17260,1.726e+10,,,,13000,9.472704636,5.535009508,97.6,7064.184772,8.862792899,7.552764271
RO11,2015,18343.58,1.834358e+10,,,,13700,9.525151112,5.244647537,100,7237.894233,8.887085591,2.429269257
RO11,2016,19674.61,1.967461e+10,7635.978416,8.940626358,,14900,9.609116492,8.396538012,105.5,7635.978416,8.940626358,5.354076693
RO11,2017,22763.82,2.276382e+10,8863.442566,9.08969052,14.90641613,17300,9.75846178,14.93452886,119.6,8656.521503,9.066068247,12.54418886
RO11,2018,24852.61,2.485261e+10,9706.139885,9.180513942,9.082342249,18400,9.820105944,6.164416311,126.1,9126.984628,9.118990648,5.292240145
RO11,2019,27434.43,2.743443e+10,10749.69672,9.282632821,10.21188792,20300,9.918376165,9.827022143,133.2,9640.875119,9.173767163,5.477651514
RO11,2020,27361.63,2.736163e+10,10740.88032,9.281812331,-0.08204905097,20600,9.933046355,1.467018975,129.5,9373.073032,9.145596286,-2.817087697
RO11,2021,29733.72,2.973372e+10,11719.953,9.369048053,8.723572216,22300,10.01234196,7.929560267,138.5,10024.48351,9.212785731,6.718944449
RO11,2022,34151.1,3.41511e+10,13532.96488,9.512883831,14.38357784,24200,10.09410791,8.17659547,147,10639.70452,9.272347992,5.956226115
RO11,2023,39208.98,3.920898e+10,15485.91125,9.647685938,13.48021064,27000,10.20359214,10.94842328,150.5,10893.03082,9.29587849,2.353049741
RO12,2000,,,,,,5000,8.517193191,,70.1,5514.358339,8.615110577,
RO12,2001,,,,,,5400,8.594154233,7.696104114,72,5663.820263,8.641853902,2.674332498
RO12,2002,,,,,,6200,8.732304571,13.81503385,77.4,6088.606782,8.714174563,7.232066158
RO12,2003,,,,,,6400,8.764053269,3.174869831,77.8,6120.072451,8.719329214,0.5154650589
RO12,2004,,,,,,7300,8.895629627,13.15763578,82.1,6458.328383,8.773125799,5.379658527
RO12,2005,,,,,,7600,8.935903526,4.027389914,82.8,6513.393302,8.781615844,0.8490044933
RO12,2006,,,,,,9000,9.104979856,16.907633,90.2,7095.508163,8.86721721,8.560136568
RO12,2007,,,,,,10900,9.296518068,19.15382119,98.7,7764.15361,8.957272729,9.005551937
RO12,2008,,,,,,12300,9.417354541,12.08364731,100.2,7882.149866,8.972355971,1.508324221
RO12,2009,,,,,,12000,9.392661929,-2.469261259,94.5,7433.764095,8.913787617,-5.856835415
RO12,2010,,,,,,12800,9.45720045,6.453852114,91.8,7221.370835,8.88480008,-2.898753687
RO12,2011,,,,,,13200,9.487972109,3.077165867,93.5,7355.099925,8.903149219,1.834913867
RO12,2012,,,,,,14100,9.553930076,6.595796779,96.7,7606.82527,8.936801185,3.365196616
RO12,2013,,,,,,13300,9.495519314,-5.841076216,95.4,7504.561848,8.923266361,-1.353482401
RO12,2014,16610.47,1.661047e+10,,,,13800,9.532423871,3.690455694,98.4,7740.554359,8.954228587,3.09622256
RO12,2015,17772.42,1.777242e+10,,,,14600,9.588776808,5.635293655,100,7866.417032,8.970357969,1.612938193
RO12,2016,18901.86,1.890186e+10,8070.943874,8.996025715,,15800,9.667765219,7.898841132,102.6,8070.943874,8.996025715,2.566774675
RO12,2017,21050.68,2.105068e+10,9023.840603,9.10762531,11.15995945,17600,9.775654181,10.7888962,109.8,8637.325901,9.063848312,6.782259634
RO12,2018,23552.64,2.355264e+10,10128.55153,9.223113599,11.5488289,19200,9.862665558,8.701137699,117.9,9274.50568,9.13502459,7.117627847
RO12,2019,25272.06,2.527206e+10,10901.24886,9.296632636,7.351903721,20600,9.933046355,7.038079676,119.5,9400.368353,9.148504154,1.347956383
RO12,2020,25124.22,2.512422e+10,10853.6106,9.292253077,-0.4379558701,20800,9.942708266,0.9661910912,114.2,8983.44825,9.10313908,-4.536507415
RO12,2021,27257.14,2.725714e+10,11836.35114,9.37893068,8.667760264,22600,10.02570519,8.299691957,120.2,9455.433272,9.154344805,5.120572488
RO12,2022,30419.08,3.041908e+10,13380.7642,9.501573447,12.26427668,23900,10.08163374,5.592855266,122.4,9628.494447,9.172482153,1.813734798
RO12,2023,34804.61,3.480461e+10,15259.45084,9.632954317,13.13808703,26600,10.18866649,10.70327569,125,9833.02129,9.19350152,2.101936722
RO21,2000,,,,,,3400,8.131530711,,106.9,5705.996102,8.649272849,
RO21,2001,,,,,,3700,8.216088099,8.455738803,114.5,6111.660933,8.717953854,6.868100496
RO21,2002,,,,,,4100,8.318742253,10.26541541,121.6,6490.637288,8.778116,6.016214654
RO21,2003,,,,,,4300,8.366370302,4.762804899,120.4,6426.584946,8.768198564,-0.9917436657
RO21,2004,,,,,,4900,8.496990484,13.06201824,126.4,6746.846654,8.816830512,4.863194884
RO21,2005,,,,,,5000,8.517193191,2.020270732,127.8,6821.574386,8.827845573,1.101506023
RO21,2006,,,,,,5800,8.665613197,14.84200051,133,7099.134533,8.867728159,3.988258628
RO21,2007,,,,,,6800,8.824677891,15.90646946,138.2,7376.694681,8.906080942,3.835278311
RO21,2008,,,,,,8000,8.987196821,16.25189295,141.5,7552.83862,8.929678748,2.359780575
RO21,2009,,,,,,7800,8.961879013,-2.531780798,129.9,6933.665984,8.844143954,-8.553479341
RO21,2010,,,,,,8100,8.999619341,3.774032798,118,6298.480263,8.748063655,-9.608029921
RO21,2011,,,,,,8100,8.999619341,0,110.7,5908.828518,8.68420287,-6.386078475
RO21,2012,,,,,,9100,9.116029693,11.64103518,107.9,5759.373054,8.658583903,-2.561896745
RO21,2013,,,,,,8800,9.082507,-3.352269204,104.2,5561.878334,8.62369116,-3.489274294
RO21,2014,15281.38,1.528138e+10,,,,9100,9.116029693,3.352269204,103.6,5529.852163,8.617916361,-0.5774799494
RO21,2015,16152.34,1.615234e+10,,,,9500,9.159047078,4.301738508,100,5337.695138,8.582549217,-3.536714384
RO21,2016,16914.1,1.69141e+10,5193.577369,8.55517802,,10200,9.230142999,7.109592168,97.3,5193.577369,8.55517802,-2.73711968
RO21,2017,19328.03,1.932803e+10,5966.288424,8.693880308,13.87022886,11600,9.358760377,12.86173778,102.1,5449.786736,8.603331756,4.815373598
RO21,2018,21550,2.155e+10,6686.873125,8.807901648,11.402134,12700,9.449357272,9.059689535,104.1,5556.540639,8.622731006,1.939925045
RO21,2019,23674.94,2.367494e+10,7401.740281,8.909470425,10.15687761,14000,9.546812609,9.745533615,104.4,5572.553724,8.625608706,0.2877699828
RO21,2020,23841.96,2.384196e+10,7487.547166,8.920996542,1.152611709,14300,9.568014816,2.120220765,97.7,5214.92815,8.55928059,-6.63281164
RO21,2021,25482.79,2.548279e+10,8055.341216,8.994090655,7.309411375,15100,9.622450023,5.443520656,98.9,5278.980491,8.571488269,1.220767958
RO21,2022,28402.82,2.840282e+10,8815.771463,9.084297608,9.020695262,15800,9.667765219,4.531519621,99.3,5300.331272,8.575524602,0.4036332422
RO21,2023,32786.04,3.278604e+10,10168.69543,9.227069205,14.27715965,17700,9.781319919,11.35546995,102.2,5455.124431,8.604310708,2.878610672
RO22,2000,,,,,,4400,8.38935982,,66,4638.976224,8.44224898,
RO22,2001,,,,,,4800,8.476371197,8.701137699,68.4,4807.666269,8.477967062,3.57180826
RO22,2002,,,,,,5200,8.556413905,8.004270767,71.9,5053.672583,8.527870502,4.99034401
RO22,2003,,,,,,5400,8.594154233,3.774032798,72.2,5074.758839,8.532034283,0.4163781172
RO22,2004,,,,,,6600,8.794824928,20.06706955,82.3,5784.662776,8.662965345,13.09310618
RO22,2005,,,,,,6800,8.824677891,2.985296315,81.4,5721.40401,8.65196951,-1.099583467
RO22,2006,,,,,,7800,8.961879013,13.72011215,87.1,6122.042865,8.719651121,6.768161085
RO22,2007,,,,,,8900,9.093806556,13.1927543,88.3,6206.387888,8.733334345,1.368322375
RO22,2008,,,,,,10400,9.249561085,15.57545294,92.7,6515.652969,8.78196271,4.862836496
RO22,2009,,,,,,10200,9.230142999,-1.941808586,90.8,6382.106684,8.761253523,-2.070918696
RO22,2010,,,,,,10600,9.26860928,3.846628083,84.9,5967.410325,8.694068331,-6.718519229
RO22,2011,,,,,,11700,9.367344121,9.873484069,89.8,6311.819165,8.750179213,5.611088199
