nuts2_id,year,unemp_rate,emp_rate,tertiary_share_25_64,rd_gerd,gva
ITI3,2020,7.4,64.1,21.5,1.02,94.6
ITI3,2021,7.1,64.1,21.6,1,101.8
ITI3,2022,6.2,66.8,22.6,1.01,106.4
ITI3,2023,5.2,67.4,23.2,0.94,106.7
ITI3,2024,5.1,67.2,24.2,,
ITI4,2013,12,57.7,21,1.63,
ITI4,2014,12.5,58.8,23.3,1.6,100.3
ITI4,2015,11.8,59,23.3,1.57,100
ITI4,2016,11.2,59.9,23.1,1.62,102.8
ITI4,2017,10.7,60.9,24.9,1.68,103.7
ITI4,2018,11.1,60.9,25.7,1.73,104
ITI4,2019,9.9,61.2,26.3,1.85,104.8
ITI4,2020,9.2,60.2,26.5,1.98,96
ITI4,2021,10,59.8,26.1,2,101.1
ITI4,2022,7.7,61.8,26.7,1.77,107.1
ITI4,2023,7.2,63.2,28.4,1.83,107.7
ITI4,2024,6.3,64,28.3,,
LT01,2013,9.7,68.1,45.8,,
LT01,2014,8.5,70.2,47.3,,96.3
LT01,2015,7.6,70.9,50.5,1.6,100
LT01,2016,5.6,74.7,52.4,1.17,103.4
LT01,2017,4.8,76.3,53.3,1.15,108.2
LT01,2018,4.6,78.5,54.7,1.28,116.3
LT01,2019,4.4,79.3,55.9,1.44,124.2
LT01,2020,6.8,77.3,58.6,1.76,124.4
LT01,2021,4.8,78.8,60.6,1.66,134.2
LT01,2022,4.6,79.5,62.1,1.55,139.5
LT01,2023,4.9,78.7,62,1.48,145.6
LT01,2024,5.9,77.1,61.8,,
LT02,2013,12.6,62.1,31,,
LT02,2014,11.6,64,32.6,,97.9
LT02,2015,9.8,65.8,34.1,0.66,100
LT02,2016,8.9,67.2,34.6,0.62,102.2
LT02,2017,8.1,68,34.7,0.73,106.9
LT02,2018,6.9,69.8,36,0.69,110.2
LT02,2019,7.2,70.3,37.6,0.66,113.8
LT02,2020,9.3,69.2,37.8,0.67,113.7
LT02,2021,8.2,69.6,38.5,0.7,119.7
LT02,2022,6.6,71.3,39.7,0.67,121.5
LT02,2023,7.8,70.7,39.4,0.69,118.1
LT02,2024,7.7,72,41,,
LU00,2013,5.9,65.7,40.7,1.23,
LU00,2014,5.9,66.6,45.9,1.22,95.6
LU00,2015,6.7,66.1,41.1,1.25,100
LU00,2016,6.3,65.6,42.6,1.27,105.1
LU00,2017,5.5,66.3,39.9,1.24,106
LU00,2018,5.6,67.1,44.1,1.17,107.1
LU00,2019,5.6,67.9,47,1.18,110.4
LU00,2020,6.8,67.2,47.1,1.1,109.2
LU00,2021,5.3,69.4,50.5,1.04,117.5
LU00,2022,4.6,70.1,52.3,1.05,118.8
LU00,2023,5.2,70.3,51.9,1.09,117.1
LU00,2024,6.4,69.7,54.7,0.99,
LV00,2013,11.9,65,31,0.64,
LV00,2014,10.8,66.3,30.2,0.71,96.4
LV00,2015,9.9,68.1,31.6,0.64,100
LV00,2016,9.6,68.7,33.4,0.45,102.2
LV00,2017,8.7,70.1,33.9,0.53,105.8
LV00,2018,7.4,71.8,33.9,0.66,109.8
LV00,2019,6.3,72.3,35.7,0.66,110.7
LV00,2020,8.1,71.6,37.8,0.76,107
LV00,2021,7.6,69.9,39,0.74,115
LV00,2022,6.9,71.3,39.5,0.81,116.9
LV00,2023,6.5,71.4,39.2,0.83,120
LV00,2024,6.9,71.2,40.1,0.92,
ME00,2013,19.5,47.1,21.8,0.38,
ME00,2014,18,50.4,24,0.36,96.3
ME00,2015,17.6,51.4,23.5,0.38,100
ME00,2016,17.8,52,25.3,0.33,102.4
ME00,2017,16.1,53.1,24.8,0.35,107.1
ME00,2018,15.2,54.7,24,0.51,113.6
ME00,2019,15.2,56,25.8,0.37,118.3
ME00,2020,17.9,50.3,25.6,,101.3
ME00,2021,,,,0.51,114.7
ME00,2022,,,,0.32,121.9
ME00,2023,,,,0.34,128.9
ME00,2024,,,,0.29,
MK00,2013,29,46,17.2,,
MK00,2014,28,46.9,17.6,,95.7
MK00,2015,26.1,47.8,18.8,0.44,100
MK00,2016,23.7,49.1,20.7,0.44,102
MK00,2017,22.4,50.5,20.7,0.35,103
MK00,2018,20.8,51.7,20.3,0.36,106
MK00,2019,17.3,54.7,21.3,0.37,110
MK00,2020,16.4,54.7,23.2,0.37,105.3
MK00,2021,15.5,56.4,24,,109.5
MK00,2022,14.4,56.7,24.4,0.37,112.7
MK00,2023,13.1,56.8,24.5,0.37,115.3
MK00,2024,12.3,57.8,24.7,,
MT00,2013,6.1,62.2,19.6,0.73,
MT00,2014,5.7,63.9,21.2,0.68,91.6
MT00,2015,5.4,65.1,21.6,0.7,100
MT00,2016,4.7,67.2,22.1,0.54,104.2
MT00,2017,4,69.2,23.9,0.53,117.9
MT00,2018,4,71.1,26.9,0.55,126.7
MT00,2019,4.1,71.7,29.7,0.55,132
MT00,2020,4.9,72.3,30.8,0.6,131.8
MT00,2021,3.8,74.2,32.1,0.67,148.9
MT00,2022,3.5,76.5,31.8,0.58,157.9
MT00,2023,3.5,77.8,33.2,0.59,166.1
MT00,2024,3.2,79.2,36.3,0.51,
NL11,2013,8.3,69.6,33.1,,
NL11,2014,8.6,67.9,31.6,,
NL11,2015,9.1,69.5,33.7,,100
NL11,2016,8.2,69.5,36.3,,
NL11,2017,7.2,69.3,36,,
NL11,2018,5.5,71.6,36.2,,
NL11,2019,5.1,72.3,37.9,,
NL11,2020,5.2,72,40.6,,
NL11,2021,5.4,76.9,41.9,,
NL11,2022,4.7,80,42.4,,
NL11,2023,4.2,79.4,43.9,,
NL11,2024,4.7,79.3,44.6,,
NL12,2013,8.4,72.9,27.2,,
NL12,2014,7.9,72.8,26,,
NL12,2015,7.9,73.7,25.4,,100
NL12,2016,6.7,74.6,27.2,,
NL12,2017,5.6,75.3,29,,
NL12,2018,4.7,76.9,31.8,,
NL12,2019,3.7,78.4,33.3,,
NL12,2020,3.9,77.9,34.3,,
NL12,2021,4.5,79.9,33.5,,
NL12,2022,3.8,81.4,34.1,,
NL12,2023,4,82.7,37.4,,
NL12,2024,3.9,82.5,36.5,,
NL13,2013,7.1,72.9,26.9,,
NL13,2014,7.3,72.7,27.8,,
NL13,2015,7.5,73.6,28.6,,100
NL13,2016,6.5,73.6,28.9,,
NL13,2017,5,75.9,28.6,,
NL13,2018,4.2,76.8,31.1,,
NL13,2019,2.8,77.5,33.8,,
NL13,2020,3.7,76.1,34.6,,
NL13,2021,3.5,79.6,35.8,,
NL13,2022,2.9,82.6,36.6,,
NL13,2023,3.3,83.1,35.4,,
NL13,2024,3.4,82.1,35.1,,
NL21,2013,7.2,74,30.3,,
NL21,2014,7.3,73.9,31.6,,
NL21,2015,6.9,75,31.4,,100
NL21,2016,6.2,74.9,32,,
NL21,2017,5.1,76.3,34.2,,
NL21,2018,3.7,77.9,33.4,,
NL21,2019,3,78.9,34.3,,
NL21,2020,3.5,78.7,37.7,,
NL21,2021,3.8,80.7,39.9,,
NL21,2022,3.3,82.5,40.9,,
NL21,2023,2.9,83.9,39.4,,
NL21,2024,3.4,83,40.4,,
NL22,2013,6.6,75.3,32.9,,
NL22,2014,6.9,74.1,34,,
NL22,2015,6.3,74.5,34,,100
NL22,2016,5.6,74.9,33.4,,
NL22,2017,4.5,76.6,34.3,,
NL22,2018,3.3,77.4,35.3,,
NL22,2019,3.1,78.1,37.7,,
NL22,2020,3.5,78.3,38.1,,
NL22,2021,3.9,80.5,42.7,,
NL22,2022,3.5,82.2,42.4,,
NL22,2023,3.3,83.1,41.8,,
NL22,2024,3.5,83.3,43.3,,
NL23,2013,9.9,72.6,29.3,,
NL23,2014,11,70,29.2,,
NL23,2015,7.9,72.1,30,,100
NL23,2016,8,73.6,30.1,,
NL23,2017,5.7,74.5,33,,
NL23,2018,4.5,77.8,30.2,,
NL23,2019,3.5,78.9,32.4,,
NL23,2020,3.9,78.1,35,,
NL23,2021,4.6,79.3,35,,
NL23,2022,3.3,81.5,35.9,,
NL23,2023,4.3,81.3,37.9,,
NL23,2024,3.8,82.5,36.5,,
NL31,2013,6.4,76.7,44.7,,
NL31,2014,6.4,75.9,45.6,,
NL31,2015,6.4,76.5,46.8,,
NL31,2016,5,77.8,46.8,,
NL31,2017,4.2,78.1,48.8,,
NL31,2018,3.4,79.5,51.2,,
NL32,2013,7.2,74.7,39.2,,
NL32,2014,6.9,74.8,40.8,,
NL32,2015,6.2,75.8,41.6,,100
NL32,2016,5.5,77.1,42.9,,
NL32,2017,4.5,77.5,44.4,,
NL32,2018,3.8,78,45.4,,
NL32,2019,3.2,78.8,48.5,,
NL32,2020,3.9,78.3,49.9,,
NL32,2021,4.5,80,49.1,,
NL32,2022,3.6,82.2,51.6,,
NL32,2023,3.8,82.6,50.7,,
NL32,2024,3.8,83,50.8,,
NL33,2013,8,72,34.8,,
NL33,2014,8.4,71.4,34.2,,
NL33,2015,7.8,72.1,36.1,,
NL33,2016,7.1,72.6,36.6,,
NL33,2017,5.6,73.8,37.6,,
NL33,2018,4.3,75.6,38.9,,
NL34,2013,5,74.2,23.8,,
NL34,2014,5.4,75,24.9,,
NL34,2015,5.3,76.7,25.1,,100
NL34,2016,3.9,77.5,26.1,,
NL34,2017,2.9,76.6,27.8,,
NL34,2018,2.7,78.6,29.1,,
NL34,2019,2.6,79.2,29.7,,
NL34,2020,2.6,79.9,31.8,,
NL34,2021,3.6,82.7,29.8,,
NL34,2022,2.6,82.8,32.1,,
NL34,2023,2.1,83.3,29.8,,
NL34,2024,2.1,84.5,30.4,,
NL35,2015,,,,,100
NL35,2019,2.9,80.7,52.7,,
NL35,2020,3.5,80.3,55.7,,
NL35,2021,4,81.9,51.5,,
NL35,2022,3.3,83.6,56.1,,
NL35,2023,3.3,84,56.4,,
NL35,2024,3.7,84,56.5,,
NL36,2015,,,,,100
NL36,2019,4.1,76.8,40.8,,
NL36,2020,4.4,76.3,44.2,,
NL36,2021,5.1,78.7,44.7,,
NL36,2022,4,80.3,45.7,,
NL36,2023,4,81.1,45.2,,
NL36,2024,4.1,80.9,45.2,,
NL41,2013,6.7,74.5,32.2,,
NL41,2014,7,74.2,33.2,,
NL41,2015,6.5,75.5,33.2,,100
NL41,2016,5.3,76.6,34.4,,
NL41,2017,4.2,77.9,34.4,,
NL41,2018,3.5,79,36,,
NL41,2019,3.2,80.1,38.1,,
NL41,2020,3.5,79.9,41.1,,
NL41,2021,3.2,82.7,40,,
NL41,2022,3,83.4,43,,
NL41,2023,3.2,84.1,42.6,,
NL41,2024,3.2,83.2,43.1,,
NL42,2013,7.4,70.1,27.4,,
NL42,2014,7.4,69.9,27.1,,
NL42,2015,6.3,71.8,29.4,,100
NL42,2016,5.7,72.4,29.3,,
NL42,2017,4.8,73.6,30.9,,
NL42,2018,3.4,75,32.2,,
NL42,2019,3.1,75.8,33.6,,
NL42,2020,3.5,74.4,34.6,,
NL42,2021,3.8,77.9,38.4,,
NL42,2022,3.6,78.6,37.8,,
NL42,2023,3.4,79.1,36.9,,
NL42,2024,3.3,80,37.2,,
NO01,2013,3.9,76.4,51,2.86,
NO01,2014,3.8,76.9,53.4,2.84,
NO01,2015,4.7,76.4,53.5,3.07,
NO01,2016,,,,3.08,
NO01,2017,,,,3.18,
NO01,2018,,,,3.22,
NO02,2013,2.9,73.1,30.4,0.8,
NO02,2014,2.9,73.9,33.6,0.78,
NO02,2015,4.5,73.8,33.8,0.78,
NO02,2016,4.5,73.5,35.5,0.81,
NO02,2017,2.9,74.3,36.3,0.92,
NO02,2018,2.9,73.3,33.9,0.93,
NO02,2019,3.3,72.4,32.5,0.88,
NO02,2020,3.7,72.8,35.3,0.93,
NO02,2021,3.6,75.1,38.4,,
NO02,2022,,77.7,39.2,,
NO02,2023,3,75.1,39.8,,
NO02,2024,3.7,76.3,41.4,,
NO03,2013,3.9,73.1,34.7,1.54,
NO03,2014,4.1,72,36.3,1.61,
NO03,2015,4.5,72.2,37.2,1.59,
NO03,2016,,,,1.61,
NO03,2017,,,,1.65,
NO03,2018,,,,1.67,
NO04,2013,3.2,77.7,36.9,1.07,
NO04,2014,3.1,76.8,38.5,1.1,
NO04,2015,4.6,74.4,39.9,1.18,
NO04,2016,,,,1.38,
NO04,2017,,,,1.5,
NO04,2018,,,,1.48,
NO05,2013,3.1,76.2,38.6,1.61,
NO05,2014,3,76.3,42.3,1.68,
NO05,2015,3.9,76.2,43.2,1.91,
NO05,2016,,,,1.95,
NO05,2017,,,,2.27,
NO05,2018,,,,2.43,
NO06,2013,2.6,76.4,37.9,4.79,
NO06,2014,3.8,75.2,40.7,4.8,
NO06,2015,3.7,75.4,44,4.94,
NO06,2016,4,75.6,43.2,4.74,
NO06,2017,3,75.7,43,4.79,
NO06,2018,3.1,74.8,44.4,4.61,
NO06,2019,3.9,74.4,44.4,5.05,
NO06,2020,3.6,75.1,46.4,4.85,
NO06,2021,3.5,77,48.6,,
NO06,2022,2.5,78.2,47.3,,
NO06,2023,3.5,77.7,48.3,,
NO06,2024,3.8,77.1,49.5,,
NO07,2013,3.2,73.4,35.2,1.64,
NO07,2014,3.3,73.7,38.9,1.69,
NO07,2015,3.4,73.5,38.7,1.89,
NO07,2016,3.2,73.9,39.5,1.9,
NO07,2017,3.2,73.7,39.2,2,
NO07,2018,3.3,75.3,40.3,1.95,
NO07,2019,3,75.3,40.5,1.92,
NO07,2020,3.5,74.5,40.3,1.91,
NO07,2021,3.8,76.1,40,,
NO07,2022,2.2,78.3,42.9,,
NO07,2023,2.8,76.7,42.5,,
NO07,2024,2.7,78,41.9,,
NO08,2016,4.7,74.8,48.4,,
NO08,2017,4.6,74.3,48.5,,
NO08,2018,4.1,75,48.3,,
NO08,2019,3.9,76.4,49.3,,
NO08,2020,5,75.5,50,2.89,
NO08,2021,5.3,76.6,51.7,,
NO08,2022,3.9,78.2,51.9,,
NO08,2023,3.9,77.8,53.8,,
NO08,2024,4.7,76.8,55.6,,
NO09,2016,5.2,70.9,36.9,,
NO09,2017,4.6,71.1,37.3,,
NO09,2018,4,72.2,37.5,,
NO09,2019,3.7,72.3,39.1,,
NO09,2020,4.3,71.5,39.3,1.72,
NO09,2021,4.4,73.9,41.2,,
NO09,2022,3.7,74.7,42.3,,
NO09,2023,3.7,75.1,41.8,,
NO09,2024,4.1,74.5,41.5,,
NO0A,2016,5.1,75.3,42.4,,
NO0A,2017,4.4,74.6,42,,
NO0A,2018,3.9,76.1,43.6,,
NO0A,2019,3.7,76.3,43.1,,
NO0A,2020,4.5,75.4,45.5,2.05,
NO0A,2021,3.9,77.2,48,,
NO0A,2022,2.9,78.2,48.6,,
NO0A,2023,3.5,78.6,49,,
NO0A,2024,3.6,78.8,49,,
PL11,2013,,,,0.67,
PL11,2014,,,,0.67,
PL11,2015,,,,0.67,
PL12,2013,,,,1.55,
PL12,2014,,,,1.7,
PL12,2015,,,,1.74,
PL21,2013,10.9,59.5,26.6,1.32,
PL21,2014,9.1,60.9,27.3,1.4,94.5
PL21,2015,7.2,62.2,28.9,1.49,100
PL21,2016,5.2,64.6,30.7,2.17,103
PL21,2017,4.2,65.9,33.6,1.85,109.3
PL21,2018,2.9,66.9,33,2.14,116.5
PL21,2019,2.9,67.8,34,2.23,121.4
PL21,2020,2.7,68.6,34.3,2.41,120.8
PL21,2021,3.2,68.3,36.4,2.51,129.9
PL21,2022,2.4,68.7,36.2,2.54,134.4
PL21,2023,2.3,70.1,40.5,2.75,137.2
PL21,2024,2.5,71.3,41.9,,
PL22,2013,9.7,58,24.4,0.63,
PL22,2014,8.6,59.4,25,0.58,95.4
PL22,2015,7.2,59.9,25.4,0.61,100
PL22,2016,5.4,62.6,27.2,0.53,103.2
PL22,2017,3.9,64.3,28.2,0.63,107.7
PL22,2018,3.4,65,29.7,0.72,113.9
PL22,2019,2.4,66.2,31,0.89,117.4
PL22,2020,2.7,66.1,30.8,0.87,114.4
PL22,2021,2.9,68.9,31.9,0.95,124.7
PL22,2022,2.2,70.3,33,0.93,131.5
PL22,2023,2.5,71.3,36.6,1,131.3
PL22,2024,2.4,71,38.4,,
PL31,2013,,,,0.61,
PL31,2014,,,,1.03,
PL31,2015,,,,1.07,
PL32,2013,,,,1.22,
PL32,2014,,,,1.38,
PL32,2015,,,,1.29,
PL33,2013,,,,0.35,
PL33,2014,,,,0.34,
PL33,2015,,,,0.61,
PL34,2013,,,,0.55,
PL34,2014,,,,0.6,
PL34,2015,,,,0.76,
PL41,2013,8.8,62.2,23.4,0.63,
PL41,2014,7.7,63.6,24.6,0.64,94.8
PL41,2015,5.8,65.4,25.7,0.75,100
PL41,2016,4.8,66.6,25.6,0.59,103.4
PL41,2017,3.1,69.2,25.2,0.63,108.9
PL41,2018,2.2,70.1,26.5,0.74,114.4
PL41,2019,2.6,70.7,28.5,0.82,120
PL41,2020,1.8,70.4,29.5,0.86,119.9
PL41,2021,2.3,73.8,27.9,0.9,127.4
PL41,2022,2,73.7,28.9,0.95,134.6
PL41,2023,2.8,73.7,33.6,1.15,134.3
PL41,2024,2.3,73.9,35,,
PL42,2013,10.1,57.1,23.9,0.3,
PL42,2014,8.4,58.7,24.1,0.28,96.2
PL42,2015,7.5,59.9,24.5,0.33,100
PL42,2016,7,60.5,26,0.27,102
PL42,2017,4.7,63.1,26.7,0.45,107.2
PL42,2018,3.8,65.9,28.6,0.54,113.1
PL42,2019,3.1,66.3,29.6,0.6,116.3
PL42,2020,3.4,67.1,29.9,0.52,115.5
PL42,2021,3.5,68.4,30,0.65,123
PL42,2022,2.3,70.4,33,0.68,127.8
PL42,2023,2.2,71.8,36.8,0.77,128.7
PL42,2024,2.7,72.1,39.6,,
PL43,2013,9.7,58.1,20.6,0.26,
PL43,2014,8.3,59.7,22.7,0.18,97.2
PL43,2015,6.4,61.9,22.4,0.22,100
PL43,2016,4.7,64,22.5,0.2,102.3
PL43,2017,3.7,65.3,23.7,0.38,106.3
PL43,2018,3,66,24.8,0.48,110.8
PL43,2019,2,67.7,25.9,0.48,114.3
PL43,2020,,68.1,28.1,0.42,114
PL43,2021,,68.7,29.1,0.34,121.9
PL43,2022,,70.2,28.8,0.38,128.3
PL43,2023,,72,31.1,0.45,128.5
PL43,2024,,71.5,31.3,,
PL51,2013,11.3,58.2,25.1,0.66,
PL51,2014,9.1,61.3,27.2,0.74,96.2
PL51,2015,7,63.3,27.2,0.85,100
PL51,2016,5.5,65.6,28.8,0.7,102
PL51,2017,4.7,66.3,29.8,0.92,106.8
PL51,2018,3.3,68.1,31.7,1.09,112.2
PL51,2019,3.3,70.6,35,1.25,116.9
PL51,2020,3.2,70.8,36.5,1.29,115.8
PL51,2021,4.1,71.6,36.7,1.39,125.1
PL51,2022,3.5,72.4,36.1,1.51,131.4
PL51,2023,3,74.3,39.7,1.67,131.2
PL51,2024,3.4,75,42.8,,
PL52,2013,9.4,59.6,20.9,0.23,
PL52,2014,7.8,61.2,23.1,0.34,97.4
PL52,2015,6.5,62.9,24.8,0.32,100
PL52,2016,5,64.6,24.7,0.36,100.6
PL52,2017,4.3,66.8,25.9,0.46,105.3
PL52,2018,3.2,68.6,25.9,0.63,110.5
PL52,2019,3.2,68.9,26.3,0.55,114.3
PL52,2020,2.8,69.3,27.7,0.55,111.9
PL52,2021,2.8,72.7,27.8,0.58,120.1
PL52,2022,2.7,71.3,28,0.79,123.3
PL52,2023,2.7,71.8,30.1,0.79,122.9
PL52,2024,2.4,72.6,33.1,,
PL61,2013,12.4,58.2,20.7,0.31,
PL61,2014,10.7,59.6,20.2,0.34,96.2
PL61,2015,7.9,60.9,21.2,0.46,100
PL61,2016,7.4,62.1,23.2,0.35,101.9
PL61,2017,5.5,63.5,24.7,0.5,106.2
PL61,2018,4.3,65.4,25.3,0.65,112.4
PL61,2019,3.9,66.3,24.7,0.73,115
PL61,2020,3.1,66.8,26.9,0.87,115.6
PL61,2021,4.5,69.3,28.2,1.02,123.7
PL61,2022,3.9,71,28.2,0.9,130.4
PL61,2023,3.8,71.5,31.1,0.86,128.2
PL61,2024,4.2,72.3,31.6,,
PL62,2013,11.4,54.5,20.7,0.37,
PL62,2014,9.8,55.6,21.9,0.27,97.5
PL62,2015,9.5,56.9,22.6,0.32,100
PL62,2016,8.8,58.7,23.1,0.33,101.7
PL62,2017,7.2,60.8,23.4,0.51,105.7
PL62,2018,5.6,61.9,23.6,0.55,109.5
PL62,2019,3.3,63.7,24.2,0.8,112.8
PL62,2020,3,64.9,23.9,0.76,113.3
PL62,2021,3.5,67.1,25.3,1.21,121.1
PL62,2022,3.4,67.7,28,1.02,126.2
PL62,2023,2.6,68.6,31.2,0.97,127.3
PL62,2024,3.8,68.6,31.2,,
PL63,2013,10.1,59.2,26.7,1,
PL63,2014,8.6,60.7,26.5,1.07,94.3
PL63,2015,6.6,63.8,28.1,1.12,100
PL63,2016,5.7,65.6,30.6,1.15,104.1
PL63,2017,4.2,67.7,32.8,1.09,108.9
PL63,2018,3,68.6,32.8,1.4,115.9
PL63,2019,2.8,71.2,34.5,1.69,121.5
PL63,2020,3.2,70.4,35.3,1.74,118.4
PL63,2021,2.4,72.2,35,1.84,127.6
PL63,2022,1.9,73.7,38.6,1.86,135
PL63,2023,1.9,74,42.4,2.33,139.9
PL63,2024,2.2,74.2,42.8,,
PL71,2013,11.1,61.6,23.5,,
PL71,2014,8.9,64.4,25.4,,96.5
PL71,2015,7.7,64.7,26.8,,100
PL71,2016,5.6,66.6,27.3,0.62,101.4
PL71,2017,4.6,68.8,28.1,0.72,106
PL71,2018,4.4,70,29,0.94,111
PL71,2019,3.6,69.1,29.1,0.99,116.4
PL71,2020,3.1,70.9,30.4,1.13,117.5
PL71,2021,4.5,70.8,30.2,1.13,123.7
PL71,2022,3.5,73.3,30.4,1.01,128.8
PL71,2023,3.8,73.1,33.5,0.99,127.8
PL71,2024,3.5,71.8,34.8,,
PL72,2013,13,58.1,26,,
PL72,2014,11.4,59.2,25.8,,97.3
PL72,2015,10.1,61.1,25.2,,100
PL72,2016,8.9,62.2,27.4,0.31,101
PL72,2017,7,63.5,27.9,0.31,104.8
PL72,2018,5.8,63.5,28.9,0.56,111.2
PL72,2019,4.1,65.4,30.1,0.53,113.4
PL72,2020,4.3,67.2,31.9,0.51,113.9
PL72,2021,4.5,68.4,30.4,0.48,121.7
PL72,2022,3.8,70,30.9,0.41,125
PL72,2023,3.8,69.8,33.7,0.64,126.4
PL72,2024,3.7,70.2,35.6,,
PL81,2013,10.3,60.6,25.5,,
PL81,2014,9.9,61,26.9,,98.3
PL81,2015,9.3,61.4,27.1,,100
PL81,2016,8,62.4,26.6,0.88,102.7
PL81,2017,7.2,63.4,26.9,0.88,106.8
PL81,2018,6.3,64.9,28.8,1.01,110.4
PL81,2019,5.4,64.7,31.2,1.14,114.7
PL81,2020,5.6,65.3,33.5,1.17,114.5
PL81,2021,5.2,67.6,31.3,1.14,121.7
PL81,2022,4.8,69.4,29.8,1.15,129
PL81,2023,4,70.1,34,1.41,130
PL81,2024,3.3,70.8,36.2,,
PL82,2013,14.4,56.7,23.1,,
PL82,2014,14,56.3,23.8,,96.1
PL82,2015,11.6,57.4,25.3,,100
PL82,2016,9.6,61.2,27.5,1.05,102.7
PL82,2017,8.4,62.9,28.3,1.03,107.5
PL82,2018,6.5,63.1,28.4,1.1,114.9
PL82,2019,5,63.8,29.4,1.2,119.4
PL82,2020,4.3,64.7,29.7,1.29,115.2
PL82,2021,4.8,62.9,30.2,1.29,124.7
PL82,2022,4.7,63.4,30.6,1.17,130.7
PL82,2023,4.3,65.6,32.9,1.2,132.7
PL82,2024,3.7,65.8,33.1,,
PL84,2013,9.9,61.4,26.1,,
PL84,2014,9.2,62.4,27.8,,98.1
PL84,2015,7,64.1,28.1,,100
PL84,2016,6.7,65.1,29.2,0.44,101.3
PL84,2017,4.7,66.1,30.5,0.59,106.8
PL84,2018,3.2,67.9,32.3,0.71,112.4
PL84,2019,3,68.3,32.9,0.81,117.6
PL84,2020,2.8,68.4,31.7,0.82,120.2
PL84,2021,3.2,70.6,33,0.87,125.7
PL84,2022,2.5,72.2,34.7,0.81,132.8
PL84,2023,2.3,72.6,36,0.92,138
PL84,2024,2.9,71.1,37.2,,
PL91,2013,6,70,48,,
PL91,2014,5.8,72.7,51.7,,94.8
PL91,2015,4.9,74,52.1,,100
PL91,2016,3.7,74.4,53.3,2.09,103.9
PL91,2017,3.5,75.5,56.7,2.24,110.8
PL91,2018,2.4,78.6,57.4,2.44,120.7
PL91,2019,2.1,77.3,56.1,2.57,128.1
PL91,2020,2.6,76.5,57.8,2.71,126.2
PL91,2021,2.1,78.9,58.1,2.71,132.2
PL91,2022,2,79.6,57.7,2.79,142.5
PL91,2023,1.9,80.6,62,2.8,146.6
PL91,2024,2.5,80.8,64.7,,
PL92,2013,10.5,60.6,20.4,,
PL92,2014,8.9,63.1,21.5,,95.4
PL92,2015,8.3,63.2,21.6,,100
PL92,2016,7.8,63.3,21.8,0.31,103.4
PL92,2017,6.4,64.5,22.6,0.34,106.8
PL92,2018,5.7,64.5,23.6,0.45,110.1
PL92,2019,4.5,66.6,26.2,0.48,116.7
PL92,2020,4.7,67.4,26.3,0.45,119
PL92,2021,3.8,69.2,28.2,0.35,124
PL92,2022,3.7,70.8,29.7,0.29,131.9
PL92,2023,3.1,71.8,32.2,0.28,136.8
PL92,2024,3.5,71.2,31.8,,
PT11,2013,17.5,58.6,16.5,1.39,
PT11,2014,15,60.5,18.2,1.35,
PT11,2015,13.8,61.4,18.7,1.35,
PT11,2016,12.2,62.9,20.2,1.36,
PT11,2017,9.8,66.1,20.5,1.5,
PT11,2018,7.3,68.3,21.7,1.51,
PT11,2019,6.7,68.9,23.1,1.53,
PT11,2020,6.9,68.4,23.7,1.81,
PT11,2021,6.7,69.3,24.9,1.97,
PT11,2022,6,70.7,25.8,1.98,
PT11,2023,7,71.3,26.3,2,
PT11,2024,6.6,72.1,29.1,,
PT15,2013,17.1,61.9,18.6,0.36,
PT15,2014,14.6,65.1,19.4,0.39,
PT15,2015,12.6,65.7,19.6,0.37,
PT15,2016,9.3,68.5,21,0.35,
PT15,2017,7.7,71.8,22.4,0.3,
PT15,2018,6.4,72.3,22.2,0.33,
PT15,2019,7,72.7,22.1,0.4,
PT15,2020,8.4,68.9,23.9,0.5,
PT15,2021,8.6,69.9,24.8,0.48,
PT15,2022,6,73.3,25.3,0.46,
PT15,2023,5.7,74.3,25.3,0.49,
PT15,2024,5.8,73.9,26.5,,
PT16,2013,11.9,64.7,17,1.29,
PT16,2014,10.9,65.3,19.6,1.35,
PT16,2015,9.4,66.9,21.5,1.23,
PT16,2016,8.5,67.4,22.9,1.27,
PT16,2017,7.1,68.9,22.4,1.32,
PT16,2018,5.7,70.7,24,1.3,
PT16,2019,,,,1.36,
PT16,2020,,,,1.43,
PT17,2013,18.6,60.3,27,1.68,
PT17,2014,15,63.7,31.1,1.58,
PT17,2015,13.1,65.6,32.6,1.52,
PT17,2016,12,67,32.5,1.6,
PT17,2017,9.6,69.3,32.9,1.57,
PT17,2018,7.5,71.3,33.1,1.62,
PT17,2019,,,,1.67,
PT17,2020,,,,1.95,
PT18,2013,17,60.9,15.7,0.46,
PT18,2014,14.4,62.9,16.7,0.47,
PT18,2015,13.4,63.5,18,0.51,
PT18,2016,12,64.7,18.5,0.54,
PT18,2017,8.5,67.8,18.6,0.56,
PT18,2018,7.4,69.1,20.1,0.67,
PT18,2019,,,,0.78,
PT18,2020,,,,0.88,
PT19,2019,4.9,71.5,26.3,,
PT19,2020,5.6,68.8,28,,
PT19,2021,5.4,70.2,29.6,,
PT19,2022,4.7,72.8,30.6,1.85,
PT19,2023,5.4,73.6,29.2,1.99,
PT19,2024,5.8,73,29.4,,
PT1A,2019,6.7,72.6,38.4,,
PT1A,2020,8.1,70.1,40.5,,
PT1A,2021,6.8,71.8,41.8,,
