nuts2_id,year,unemp_rate,emp_rate,tertiary_share_25_64,rd_gerd,gva
EL54,2018,20.1,52.8,33.8,1.34,102.9
EL54,2019,16.4,55.1,31.8,1.46,103.4
EL54,2020,17.9,52.8,31.6,1.72,94.3
EL54,2021,15.1,50.7,30,1.59,100.5
EL54,2022,13.3,58.2,30.9,2.27,104.4
EL54,2023,13.8,60.2,36.3,1.81,107.2
EL54,2024,10.7,61.8,38.4,,
EL61,2013,25.5,49.6,25.1,0.56,
EL61,2014,25.6,49,26.3,,98.8
EL61,2015,27.1,49.2,26.1,0.67,100
EL61,2016,25.5,50.2,25.6,,98.6
EL61,2017,20.7,53.8,28.6,0.67,99.7
EL61,2018,18.4,54.4,32.1,0.82,102.8
EL61,2019,18.7,54.8,31.8,0.96,105.5
EL61,2020,16.9,55.3,30.3,1.21,97.8
EL61,2021,16.7,56.2,32.8,1.18,107.9
EL61,2022,16.4,59.2,33.5,1.15,108.8
EL61,2023,12.9,58,33.1,1.15,108.7
EL61,2024,10,58.4,34.3,,
EL62,2013,18.1,57.1,17,0.27,
EL62,2014,21.4,54.4,17.7,,101.7
EL62,2015,19,55.7,19.5,0.51,100
EL62,2016,16,57.7,20.8,,99.4
EL62,2017,19.7,55.3,20.1,0.25,100.8
EL62,2018,16,59.9,22.8,0.35,102.5
EL62,2019,12.4,59.8,24.6,0.39,103.1
EL62,2020,16,55.6,23.7,0.54,81
EL62,2021,13.2,56.8,18.8,0.62,91
EL62,2022,12.9,58.7,18.5,0.39,99.4
EL62,2023,14.7,59.5,22.3,0.38,102.2
EL62,2024,16.2,61.3,19.6,,
EL63,2013,28.4,46.1,21.6,0.97,
EL63,2014,28.7,46.1,22.6,,100.6
EL63,2015,28.5,47.7,22.9,1.33,100
EL63,2016,29.8,47.1,22.7,,98.4
EL63,2017,26.3,49.4,23.8,1.36,99.8
EL63,2018,24.1,50.1,21.9,1.31,99.4
EL63,2019,24.1,49.7,20.6,1.39,100.7
EL63,2020,21.6,50.6,25,1.57,92
EL63,2021,17.5,54,26,1.48,97.8
EL63,2022,12.6,56.3,25.4,1.82,104.2
EL63,2023,9.8,59.4,27.8,1.55,104.8
EL63,2024,10.1,60.7,25.6,,
EL64,2013,28.2,48.2,18.3,0.43,
EL64,2014,26.9,49,17.9,,100.9
EL64,2015,26,51.1,19,0.53,100
EL64,2016,25,50.8,21.1,,102.2
EL64,2017,20.9,53.6,23.3,0.46,106.6
EL64,2018,18.9,54.7,23.6,0.5,110.5
EL64,2019,17.2,55.7,23.2,0.64,111.1
EL64,2020,19.3,54.5,25.2,0.84,106.8
EL64,2021,17.2,55.8,24.7,0.81,113.3
EL64,2022,13.8,60.8,22.7,0.8,112.5
EL64,2023,9.9,63.2,20,1.02,117
EL64,2024,8.6,62.6,21.1,,
EL65,2013,22,54.7,19.1,0.38,
EL65,2014,23.4,54.4,19.3,,98.5
EL65,2015,22.3,55.1,20.8,0.39,100
EL65,2016,19.2,56.3,21.4,,101.1
EL65,2017,16.8,59.3,23,0.31,104.4
EL65,2018,14.4,60.5,23.8,0.64,105
EL65,2019,12,61.9,23.8,0.62,106.2
EL65,2020,11.4,62.9,23.9,0.79,96.7
EL65,2021,12.7,62.4,24.7,0.72,101.8
EL65,2022,12.6,63.8,26.5,0.97,107.5
EL65,2023,9.6,65.5,26.2,1.1,108.8
EL65,2024,7.6,67.9,26.1,,
ES11,2013,22.1,56.1,32.1,0.87,
ES11,2014,21.7,56.3,33.4,0.88,95.9
ES11,2015,19.3,57.9,35.2,0.88,100
ES11,2016,17.2,59.8,35.7,0.86,102.3
ES11,2017,15.7,60.9,36.5,0.95,105
ES11,2018,13.3,62.6,36.9,0.95,107.2
ES11,2019,11.8,63.8,37.9,0.98,108.9
ES11,2020,12,62.6,40.3,1.09,99.3
ES11,2021,11.6,63.7,41.4,1.1,104.8
ES11,2022,11,64.6,42.2,1.05,110.5
ES11,2023,9.7,65.9,41.4,1.24,113.4
ES11,2024,9.4,66.3,42.2,,
ES12,2013,24.1,52.4,37.7,0.88,
ES12,2014,21.1,54.4,38.7,0.83,97.8
ES12,2015,19.1,55,39.6,0.74,100
ES12,2016,17.6,57.3,40.7,0.74,101.2
ES12,2017,13.7,59.3,41.6,0.81,103.4
ES12,2018,13.6,59.4,43.1,0.81,105.1
ES12,2019,14.2,59.4,43.3,0.83,106.6
ES12,2020,14.1,58.9,44.2,0.91,95.7
ES12,2021,12.3,61.2,44.6,0.87,100.5
ES12,2022,12.5,60.3,43.3,0.82,105.1
ES12,2023,12.1,61.6,43.6,0.98,108.5
ES12,2024,10.1,65,44.3,,
ES13,2013,20.5,56.3,37.2,0.93,
ES13,2014,19.4,57.6,37.4,0.84,98.1
ES13,2015,17.7,58.9,38.1,0.83,100
ES13,2016,14.9,61.4,39.1,0.83,102.1
ES13,2017,13.6,62.6,40.4,0.82,105.4
ES13,2018,10.7,63.5,40.6,0.86,107.7
ES13,2019,10.3,64.2,42,0.84,109.3
ES13,2020,12.2,61.8,42.5,0.93,98.5
ES13,2021,11.3,63.9,43.5,0.96,105.2
ES13,2022,9.6,65,45.3,0.89,110.6
ES13,2023,8.1,66.4,49.4,0.96,113.9
ES13,2024,7.8,68.1,48.8,,
ES21,2013,16.6,61.6,46.8,2.15,
ES21,2014,16.3,61.8,47,2.08,96.7
ES21,2015,14.8,62.9,47.8,1.95,100
ES21,2016,12.6,65.1,48.6,1.94,102.3
ES21,2017,11.3,65.4,49.7,1.94,104.9
ES21,2018,10,66.7,49.6,2.02,107.2
ES21,2019,9.2,67.3,50.8,1.99,108.9
ES21,2020,9.5,65.8,53.4,2.2,97.9
ES21,2021,10.3,66.8,55,2.32,103.7
ES21,2022,8.9,68.2,55,2.2,111.1
ES21,2023,7.7,69.9,55.7,2.35,114
ES21,2024,8.1,68.8,56.2,,
ES22,2013,18,61.1,40.3,1.84,
ES22,2014,15.7,63.2,42.7,1.79,97.1
ES22,2015,13.8,63.7,42.3,1.65,100
ES22,2016,12.5,64.4,44.5,1.65,102.2
ES22,2017,10.2,67,45.5,1.76,106
ES22,2018,10,67.1,45.4,1.71,108.1
ES22,2019,8.2,68,47.1,1.71,110.7
ES22,2020,10.1,64.9,48.4,1.93,99.6
ES22,2021,10.7,66.1,48.7,1.91,106.1
ES22,2022,9.7,67.6,48.3,1.77,112
ES22,2023,9.9,67.3,48.3,1.78,114.7
ES22,2024,7.6,69.8,50.1,,
ES23,2013,20,59.9,35.2,0.81,
ES23,2014,18.2,62.5,36.9,0.93,96.9
ES23,2015,15.4,64.2,39.3,0.89,100
ES23,2016,13.5,65.4,37.4,0.84,101.4
ES23,2017,12,66.4,37.9,0.89,102.4
ES23,2018,10.4,67.9,38.7,0.81,104.4
ES23,2019,10,68.7,38.3,0.77,106
ES23,2020,10.8,66.7,38.5,0.79,96.9
ES23,2021,11.6,68,40,0.75,101.4
ES23,2022,9.6,69.2,41.8,0.85,107
ES23,2023,9.4,69,40.2,0.91,111.9
ES23,2024,9.7,68.6,41.6,,
ES24,2013,21.4,59.3,34.8,0.93,
ES24,2014,20.2,60.4,35.7,0.93,98.6
ES24,2015,16.3,63,35.6,0.92,100
ES24,2016,14.8,65,36.3,0.91,102.3
ES24,2017,11.7,66.8,36.6,0.88,105
ES24,2018,10.6,67.9,38.4,0.92,107.8
ES24,2019,10,68.8,39.3,0.94,109.1
ES24,2020,11.7,66.3,39.7,0.96,99.9
ES24,2021,10.3,68,40.5,1.02,105
ES24,2022,9.6,69.2,42.5,1.03,108.6
ES24,2023,8.6,69.8,42.9,1.16,111.9
ES24,2024,8.1,70.4,41.3,,
ES30,2013,19.8,62.5,46,1.79,
ES30,2014,18.8,63.1,47.2,1.7,96.2
ES30,2015,17.1,65.3,46.9,1.71,100
ES30,2016,15.7,65.6,46.6,1.65,103.7
ES30,2017,13.4,66.9,47,1.66,107.8
ES30,2018,12.2,67.8,47.2,1.7,111
ES30,2019,10.6,69,49.1,1.69,114.3
ES30,2020,12.5,66.8,50.2,1.95,102.7
ES30,2021,11.7,68.8,49.7,1.93,108.9
ES30,2022,11.2,69.1,49.8,1.92,118.4
ES30,2023,10,69.9,50.5,2.06,121.6
ES30,2024,9,71.1,50.9,,
ES41,2013,21.8,56.9,33.7,1.03,
ES41,2014,20.8,58,34.5,1.02,97.7
ES41,2015,18.3,59.6,34.7,1.01,100
ES41,2016,15.8,61.9,34.3,1.11,102
ES41,2017,14.1,63.2,35.3,1.22,103.4
ES41,2018,12.1,64.7,36.2,1.3,106.5
ES41,2019,11.6,65.5,38.4,1.34,107.3
ES41,2020,12.1,63.8,39,1.38,98.1
ES41,2021,11.6,64.7,39.3,1.37,102.6
ES41,2022,9.9,67.3,39.8,1.33,106.7
ES41,2023,9.7,67.3,40.8,1.36,110.3
ES41,2024,9.4,68.1,42,,
ES42,2013,30,51.2,26.2,0.56,
ES42,2014,29,51.8,27.2,0.55,96.5
ES42,2015,26.4,53.5,27.5,0.55,100
ES42,2016,23.6,55.5,27.4,0.56,103
ES42,2017,20.8,58,27.6,0.57,105.1
ES42,2018,18.2,59.7,28.4,0.53,108.1
ES42,2019,16.2,60.8,30,0.6,109.4
ES42,2020,17.7,58.5,30.8,0.66,100.8
ES42,2021,15.7,61.7,31.3,0.8,106.2
ES42,2022,14.6,62.8,31.4,0.63,108.9
ES42,2023,13.2,63.6,32.7,0.62,112.9
ES42,2024,13.3,63.5,33.6,,
ES43,2013,33.9,46.6,24.5,0.76,
ES43,2014,29.8,48.9,26.8,0.68,97.4
ES43,2015,29.1,49.4,26.5,0.65,100
ES43,2016,27.5,50.7,25.1,0.57,101.2
ES43,2017,26.3,51.3,26.5,0.58,105.1
ES43,2018,23.7,53.7,26.5,0.61,106.9
ES43,2019,21.6,55.7,26.8,0.68,109
ES43,2020,21.8,54.2,26.7,0.66,99
ES43,2021,20.2,56.5,29.2,0.74,103
ES43,2022,17.3,58.8,31.8,0.68,104.6
ES43,2023,17.4,59.8,34.5,0.72,107.8
ES43,2024,15.5,60.5,35.1,,
ES51,2013,23.1,59.8,34.8,1.54,
ES51,2014,20.3,61.9,37,1.5,96.2
ES51,2015,18.6,63.1,37.5,1.52,100
ES51,2016,15.7,65.5,38.6,1.46,102.9
ES51,2017,13.4,66.9,39.3,1.48,105.9
ES51,2018,11.5,67.9,40.8,1.53,108.3
ES51,2019,11,68.6,42.4,1.51,110.8
ES51,2020,12.6,65.8,42.3,1.7,97.7
ES51,2021,11.7,67.6,42.5,1.78,104.3
ES51,2022,10,68.8,43.6,1.87,111.8
ES51,2023,9.3,69.9,44.8,1.9,114.8
ES51,2024,8.9,70.3,45.9,,
ES52,2013,28.1,53.1,30.8,1.06,
ES52,2014,25.8,54.6,32,1.05,96.8
ES52,2015,22.8,57.1,32.5,1.01,100
ES52,2016,20.6,59.2,32.9,1.01,102.1
ES52,2017,18.2,61,33.3,1,105.7
ES52,2018,15.6,62.4,35.7,1.05,108.1
ES52,2019,14.1,63.3,36.9,1.09,110.4
ES52,2020,16.2,60.3,38,1.18,98.9
ES52,2021,16.1,61.2,38.2,1.2,106
ES52,2022,13.3,64.2,37.2,1.16,112.5
ES52,2023,12.8,65.2,38.6,1.23,115.3
ES52,2024,12.6,65,38.2,,
ES53,2013,22.3,60.9,26.8,0.33,
ES53,2014,20,61.8,27.9,0.32,96.4
ES53,2015,17.3,64.5,27.2,0.31,100
ES53,2016,13.9,67,29.2,0.32,104
ES53,2017,12.4,67.2,31.2,0.36,107.2
ES53,2018,11.5,68,29.7,0.39,110.5
ES53,2019,11.8,67.6,31.9,0.39,112.7
ES53,2020,16.1,61.9,34.8,0.53,87.3
ES53,2021,14.3,65.1,36.3,0.48,96.9
ES53,2022,10.6,68.6,33.8,0.44,113
ES53,2023,10.3,68.5,33.5,0.48,119.6
ES53,2024,9.3,69.5,34.6,,
ES61,2013,36.2,45.3,27.3,1.08,
ES61,2014,34.8,46.4,27.6,1.06,96.9
ES61,2015,31.6,48.8,28.3,1.02,100
ES61,2016,28.9,50,29.1,0.92,102.1
ES61,2017,25.5,52.1,29.6,0.92,104.8
ES61,2018,23,53.6,30.3,0.92,107.5
ES61,2019,21.2,54.8,31.2,0.93,109.6
ES61,2020,22.3,52.7,32.5,1.09,97.9
ES61,2021,21.9,54.7,34,1.06,103.9
ES61,2022,19.1,56.4,35,1.03,109.5
ES61,2023,18.3,57.9,35.8,1.14,112.3
ES61,2024,16.5,59.1,36.2,,
ES62,2013,29,51.7,28.2,0.85,
ES62,2014,26.6,53.7,27.1,0.87,93.4
ES62,2015,24.6,53.8,27.9,0.86,100
ES62,2016,19.8,57.1,28.4,0.92,103.4
ES62,2017,18,58.8,29.9,0.92,106.7
ES62,2018,16.8,59.5,31.2,0.97,106.6
ES62,2019,14.7,60.9,31.5,1,109.2
ES62,2020,16.2,58.9,32.8,1.15,99.5
ES62,2021,14.7,61.4,33.7,1.09,106.3
ES62,2022,13.6,62,30.9,1.03,110.8
ES62,2023,12.8,62.9,32.7,1.06,113.4
ES62,2024,12.7,63.1,33,,
ES63,2013,34.8,45.1,23,0.06,
ES63,2014,31.9,44.5,22.5,0.07,97.5
ES63,2015,27.6,46.3,28.1,0.06,100
ES63,2016,24.9,48.9,28.2,,101.6
ES63,2017,22.4,50.3,25.2,,104
ES63,2018,29,49.2,26.5,,106.3
ES63,2019,25.8,49.9,22.1,,107.4
ES63,2020,24.5,48.8,25.7,,98
ES63,2021,30.8,45.1,24.7,0.21,101.3
ES63,2022,30,49.2,21.1,0.23,104.5
ES63,2023,30,47.7,21.2,0.23,106.4
ES63,2024,27.5,49.5,35.9,,
ES64,2013,32.5,43.8,26.2,0.13,
ES64,2014,28.4,45.6,28.8,0.13,97.4
ES64,2015,34,42.5,28,0.07,100
ES64,2016,30.8,45.2,26.9,,102.2
ES64,2017,27.6,47.4,28.6,,104.7
ES64,2018,25.8,50.7,29.9,,107.2
ES64,2019,27,49.7,30.6,,108.9
ES64,2020,23.7,52,34.3,,99.2
ES64,2021,25.4,49.7,34.5,0.35,102.3
ES64,2022,25.9,48.5,34,0.37,105.5
ES64,2023,26.6,48.8,32.8,0.36,107.5
ES64,2024,28.3,49,31.8,,
ES70,2013,33.7,48.5,27.3,0.52,
ES70,2014,32.4,49,27,0.49,97.5
ES70,2015,29.1,51.9,26.6,0.5,100
ES70,2016,26.1,53.6,29.4,0.47,102.3
ES70,2017,23.5,55,29.6,0.5,106.3
ES70,2018,20.1,57.4,30.5,0.47,108.9
ES70,2019,20.5,57.2,32.8,0.47,110.7
ES70,2020,22.6,53.1,34.4,0.56,90
ES70,2021,23.5,53.5,35.6,0.56,97.5
ES70,2022,17.6,59,36.6,0.56,109.1
ES70,2023,16.1,60.8,34.3,0.57,114
ES70,2024,13.8,62.8,35.4,,
FI19,2013,8.5,68.1,38.5,3.25,
FI19,2014,8.7,68.4,39.2,,99.9
FI19,2015,9.8,67.9,40.9,2.84,100
FI19,2016,9.4,68.3,41.2,2.53,100.8
FI19,2017,9.3,69.1,41.4,2.47,104.3
FI19,2018,7.4,71.7,42.2,2.56,104.8
FI19,2019,6.4,72.8,43.8,2.63,105.5
FI19,2020,7.7,72.1,45.9,2.71,103.7
FI19,2021,7.7,72.1,40.1,2.74,107.8
FI19,2022,6.3,74.2,40.7,2.84,111.4
FI19,2023,6.7,74.2,41.6,2.91,113.9
FI19,2024,7.8,73.1,41.4,,
FI1B,2013,6.7,73.4,49.3,3.84,
FI1B,2014,7.3,73,50.2,,98.3
FI1B,2015,8,72.7,51.3,3.55,100
FI1B,2016,7.4,73.2,51.6,3.41,102.5
FI1B,2017,7.7,73.3,51.4,3.47,106.4
FI1B,2018,6.9,74.7,52,3.47,108.2
FI1B,2019,6.4,75.3,53.7,3.5,111.4
FI1B,2020,7.2,74.4,54.9,3.66,107.9
FI1B,2021,7.7,75,49.8,3.77,111.7
FI1B,2022,6.7,76.5,50.5,3.73,112.5
FI1B,2023,7.6,75.2,49.3,3.95,110.3
FI1B,2024,8.9,73.4,49.1,,
FI1C,2013,8.4,67,36.2,2.44,
FI1C,2014,9.4,66.4,38.1,,100.8
FI1C,2015,10,66.7,38.9,1.99,100
FI1C,2016,9.1,67.3,38.8,1.86,102.2
FI1C,2017,8.5,68.5,39.8,1.72,107.2
FI1C,2018,7.4,71.4,40.9,1.74,107.1
FI1C,2019,6.3,72.4,42.6,1.8,107.7
FI1C,2020,7.7,71.5,43.5,1.86,105.1
FI1C,2021,7.5,72.1,38,1.87,107.3
FI1C,2022,7.6,73.6,37.3,1.89,108.7
FI1C,2023,7.5,73.6,37.8,1.87,108.1
FI1C,2024,8.9,71.6,38.5,,
FI1D,2013,9.9,65.3,35.2,3.08,
FI1D,2014,10,65.2,36.8,,101
FI1D,2015,10.4,65,36.7,2.49,100
FI1D,2016,10.2,65.7,37.5,2.47,104
FI1D,2017,9.6,67.2,39.1,2.57,107.2
FI1D,2018,8.1,69.1,39.5,2.6,107.6
FI1D,2019,7.8,70,40.3,2.58,108.5
FI1D,2020,8.8,68.9,42,2.69,106.9
FI1D,2021,7.8,70,37.6,2.78,107.5
FI1D,2022,6.7,71.5,38.2,2.74,111.9
FI1D,2023,6.9,72.2,38,2.78,110.8
FI1D,2024,7.8,71.2,37.9,,
FI20,2013,,78.7,33.8,0.3,
FI20,2014,,81.8,32,,104.9
FI20,2015,,81.8,29.9,0.26,100
FI20,2016,,81.8,29.2,0.33,98
FI20,2017,,83,30.4,0.31,99
FI20,2018,,81.8,36.4,0.43,91.2
FI20,2019,,81.5,34.8,0.34,94.3
FI20,2020,,81.5,41.6,0.4,81.3
FI20,2021,,84.2,37.5,0.39,91.4
FI20,2022,,84.6,36.1,0.44,97.6
FI20,2023,,80.6,32.3,0.52,101.6
FI20,2024,,81.4,32.4,,
FR10,2013,9,66.5,41.9,2.9,
FR10,2014,9.7,66.2,43.9,,99.2
FR10,2015,9.6,66.2,46.3,,100
FR10,2016,9.2,66.6,47.3,,101.1
FR10,2017,8.7,67.2,47.9,,102.8
FR10,2018,8.8,67.8,49.3,,104.8
FR10,2019,7.9,68.3,51.5,,107.7
FR10,2020,8.2,67.7,54.3,,96.6
FR10,2021,8,69.8,54.4,2.83,101.2
FR10,2022,7.6,70.1,55,,105.1
FR10,2023,7.6,70.2,56.5,2.8,107.9
FR10,2024,8,70.3,56.5,,
FR21,2013,,,,0.76,
FR22,2013,,,,1.41,
FR23,2013,,,,1.43,
FR24,2013,,,,1.63,
FR25,2013,,,,1.27,
FR26,2013,,,,0.99,
FR30,2013,,,,0.91,
FR41,2013,,,,1.25,
FR42,2013,,,,1.71,
FR43,2013,,,,2.72,
FR51,2013,,,,1.23,
FR52,2013,,,,2.01,
FR53,2013,,,,0.93,
FR61,2013,,,,1.6,
FR62,2013,,,,4.75,
FR63,2013,,,,1,
FR71,2013,,,,2.77,
FR72,2013,,,,2.24,
FR81,2013,,,,2.39,
FR82,2013,,,,2.49,
FR83,2013,,,,0.29,
FRB0,2013,10.6,63.8,27.1,,
FRB0,2014,9.5,63.8,27.4,,99.4
FRB0,2015,10.7,63,29,,100
FRB0,2016,9.9,64,29.4,,99.7
FRB0,2017,8.5,65.7,30.3,,101.5
FRB0,2018,8.4,66.1,31.8,,102.4
FRB0,2019,8.2,66.7,31.7,,104
FRB0,2020,8.9,65.5,31.9,,98.2
FRB0,2021,7.2,68.9,32.7,1.5,105.5
FRB0,2022,6.4,68.8,34.9,,105.2
FRB0,2023,5.7,70.9,37.8,1.37,110.6
FRB0,2024,5.6,72.2,38.7,,
FRC1,2013,10.6,63.4,26.8,,
FRC1,2014,10.7,63.3,27.6,,100.6
FRC1,2015,8.8,64.2,25.9,,100
FRC1,2016,9.6,63.6,27.7,,98.3
FRC1,2017,10.7,64.6,30.3,,101.7
FRC1,2018,8.9,67.6,30.2,,103.2
FRC1,2019,7.5,67.7,31.9,,103.7
FRC1,2020,7.8,67.1,35,,98.3
FRC1,2021,7.1,68.8,35.9,0.93,106.7
FRC1,2022,6.7,69.5,34.5,,108.3
FRC1,2023,7.3,68.9,36.4,0.83,107.4
FRC1,2024,6.7,67.8,36,,
FRC2,2013,9.5,64.1,28.2,,
FRC2,2014,9.9,63.5,27.3,,99.3
FRC2,2015,9.3,65.3,25.7,,100
FRC2,2016,8.1,68,30.4,,100.9
FRC2,2017,6.9,67.9,32.5,,101.7
FRC2,2018,7.2,68,30.1,,100.9
FRC2,2019,8.2,66.4,29.1,,102.9
FRC2,2020,5.6,68.4,33.8,,97
FRC2,2021,7,66.9,32.7,2.93,103.1
FRC2,2022,5.9,70.6,36.8,,102.3
FRC2,2023,5.7,72.5,36.9,2.82,102.7
FRC2,2024,5.3,72.3,36.8,,
FRD1,2013,9.1,64.4,25.8,,
FRD1,2014,8.2,64.8,24.4,,99.6
FRD1,2015,8.2,65,26.9,,100
FRD1,2016,8.6,64.7,25.3,,100
FRD1,2017,8.1,65.2,23.8,,99.2
FRD1,2018,8,67.9,28.5,,100.6
FRD1,2019,8.2,66.2,28.2,,102.4
FRD1,2020,6.1,66.9,32.6,,97.1
FRD1,2021,6.4,68.1,34.6,1.25,105.7
FRD1,2022,6.2,69.2,33.8,,108.7
FRD1,2023,6,69.6,38.6,1.14,113.3
FRD1,2024,7.3,71.1,39.6,,
FRD2,2013,11.6,61.1,25.2,,
FRD2,2014,12,61.5,24.8,,98.9
FRD2,2015,10.6,63,27.7,,100
FRD2,2016,11.5,62.3,27.1,,98.2
FRD2,2017,11.3,62.3,27.4,,99.2
FRD2,2018,9.3,62.9,27,,99.2
FRD2,2019,9.9,63.1,28.9,,100.3
FRD2,2020,8.3,64.9,31.8,,93.9
FRD2,2021,7.6,67.3,33.8,1.53,102.8
FRD2,2022,7.9,68.1,35.4,,110.8
FRD2,2023,6.9,69.2,35,1.33,105.9
FRD2,2024,7.6,66.9,36.9,,
FRE1,2013,14.7,57.4,27.6,,
FRE1,2014,13.8,57.4,29,,99.1
FRE1,2015,13.8,57,27.8,,100
FRE1,2016,13.3,57.6,28.6,,100.6
FRE1,2017,12.9,57.8,29.7,,103
FRE1,2018,12.2,57.7,31.9,,104.4
FRE1,2019,11.2,58.3,33,,105.7
FRE1,2020,9.1,59.5,32.1,,100.3
FRE1,2021,8.8,63.1,35.8,0.91,105.6
FRE1,2022,8.7,63.2,34.6,,109.9
FRE1,2023,9.8,63.2,34.9,0.87,111.4
FRE1,2024,9.5,63.9,38,,
FRE2,2013,11.5,59.5,21.4,,
FRE2,2014,11.6,60.4,22,,98.3
FRE2,2015,10.8,61.8,24.1,,100
FRE2,2016,11.5,61.1,22.7,,97.9
FRE2,2017,10,64.4,24.1,,101
FRE2,2018,9.2,63.1,28.1,,100.7
FRE2,2019,9.1,62.5,28.1,,102.4
FRE2,2020,8.6,61.9,32.6,,96
FRE2,2021,9.7,63,31.6,1.49,100.2
FRE2,2022,9.1,65,31.8,,105.8
FRE2,2023,9.1,64.7,32.6,1.47,101.6
FRE2,2024,7.6,66.8,33.9,,
FRF1,2013,9.7,66,29.9,,
FRF1,2014,10.1,64.9,30.5,,99.6
FRF1,2015,9.1,67.2,32.4,,100
FRF1,2016,10.9,65.8,33.7,,101.6
FRF1,2017,9,64.6,32,,104
FRF1,2018,8,67.9,33,,106.5
FRF1,2019,7.3,68.8,35.4,,108.2
FRF1,2020,7.3,66.6,39,,101
FRF1,2021,7.1,69.5,37.7,1.86,109.3
FRF1,2022,6.7,70.9,40.5,,109.3
FRF1,2023,5.9,71.1,44.5,1.71,109.2
FRF1,2024,6,71.7,44.7,,
FRF2,2013,10.5,60.6,24.7,,
FRF2,2014,11.4,61.4,23.3,,99.8
FRF2,2015,13,59.5,23.6,,100
FRF2,2016,11.3,59.9,22.9,,98.6
FRF2,2017,9.6,62.2,24.9,,102.4
FRF2,2018,8.8,63,28.3,,104.8
FRF2,2019,9.1,61.6,27.1,,105.9
FRF2,2020,11.7,58.6,24.8,,99.4
FRF2,2021,8.9,63.8,31.3,0.85,108.9
FRF2,2022,8,66.5,28.9,,118.2
FRF2,2023,7.1,66.5,30.1,0.62,118.7
FRF2,2024,7.2,67.6,35.4,,
FRF3,2013,12.2,60.2,27.6,,
FRF3,2014,11.8,61.5,28.1,,100
FRF3,2015,12.2,61,30.5,,100
FRF3,2016,11.7,61.6,30.2,,99.3
FRF3,2017,11,63,30.5,,101.2
FRF3,2018,9.8,63,28.9,,101.7
FRF3,2019,8.1,64.6,33,,102.7
FRF3,2020,8.7,62.3,32.5,,96.8
FRF3,2021,8.5,63.6,31.1,1.29,102.6
FRF3,2022,6.9,65.9,30.3,,102.7
FRF3,2023,7.4,66.6,32.2,1.27,103.7
FRF3,2024,8.5,67,33.9,,
FRG0,2013,8.8,66.6,28.2,,
FRG0,2014,8.6,67.5,30.4,,98.2
FRG0,2015,9.1,67.6,32.4,,100
FRG0,2016,8.9,67.7,32.2,,101.3
FRG0,2017,7.1,68.6,33.3,,103.9
FRG0,2018,7.8,67.3,34.6,,105.9
FRG0,2019,7.6,67.5,35.1,,109
FRG0,2020,6.9,67.3,35.9,,104.9
FRG0,2021,6,69.9,38.6,1.33,111.7
FRG0,2022,6.1,70.2,40,,112
FRG0,2023,6.1,71.4,38.7,1.33,115.1
FRG0,2024,6.3,71.9,40.5,,
FRH0,2013,8,67.1,33.3,,
FRH0,2014,7.4,67.1,33.6,,98.2
FRH0,2015,7.8,67.6,32.8,,100
FRH0,2016,8.6,66.2,33.8,,102
FRH0,2017,7.3,66.3,34,,105.5
FRH0,2018,6.8,66.7,37.7,,106.8
FRH0,2019,6.9,67.3,37.7,,110
FRH0,2020,6.7,65.8,38.1,,105.6
FRH0,2021,5.8,69.9,40.4,1.75,113.3
FRH0,2022,5.9,68.7,42.1,,113.9
FRH0,2023,5.4,69.6,40.2,1.78,116
FRH0,2024,5.7,71.8,40.1,,
FRI1,2013,8.9,64.6,29,,
FRI1,2014,9.1,64.6,32.8,,98.6
FRI1,2015,9.7,65.9,33.5,,100
FRI1,2016,10,64.9,32.4,,101.9
FRI1,2017,10.1,65.1,34.4,,104
FRI1,2018,9.3,66.4,35.4,,106.5
FRI1,2019,9.1,67.1,35.7,,109.2
FRI1,2020,7.3,66.9,36,,102.9
FRI1,2021,7.4,70.3,39.9,1.79,111.9
FRI1,2022,6.9,71.3,41.2,,113.3
FRI1,2023,7.2,71.9,40.5,1.82,115
FRI1,2024,6.9,73.2,42,,
FRI2,2013,6.9,67.4,27.7,,
FRI2,2014,9.3,66.6,29.4,,99.3
FRI2,2015,8.9,67.5,30.1,,100
FRI2,2016,7.1,70.1,32.2,,98.7
FRI2,2017,6.3,69.8,30.7,,100.9
FRI2,2018,7,67.5,32,,101.2
FRI2,2019,7,66.9,33.1,,105.2
FRI2,2020,7.2,64.4,33.8,,100.3
FRI2,2021,6.3,69.5,37,1.33,107.2
FRI2,2022,6.8,68.8,35.9,,103.7
FRI2,2023,6.3,69.8,40.7,1.27,105.7
FRI2,2024,5.4,70.6,40.9,,
FRI3,2013,9.9,65.8,23.2,,
FRI3,2014,10.9,64.2,26.1,,99.7
FRI3,2015,9.8,65.2,26.6,,100
FRI3,2016,9,65.1,27.4,,100.4
FRI3,2017,9.1,64.9,30,,103
FRI3,2018,8.7,66.1,30.9,,105.3
FRI3,2019,8.1,67.9,30.4,,108.2
FRI3,2020,8.6,67.9,33.4,,103.1
FRI3,2021,8.6,65.7,33.3,0.9,111.2
FRI3,2022,7.2,67.9,36.8,,111.6
FRI3,2023,7.3,68.6,36.6,0.81,116.1
FRI3,2024,5.3,68.7,38.5,,
FRJ1,2013,12.9,56.7,29,,
FRJ1,2014,12.3,58.6,31.4,,99.3
FRJ1,2015,13,58.5,31.3,,100
FRJ1,2016,11.9,59.1,31.2,,101.1
