nuts2_id,year,population,erdf_eur,erdf_eur_pc,erdf_eur_pc_l1,erdf_eur_pc_l2,erdf_eur_pc_l3
DK01,2008,,4956699,,,,
DK01,2009,,5082543,,,,
DK01,2010,,4678038,,,,
DK01,2011,,15425586,,,,
DK01,2012,,5021670,,,,
DK01,2013,,0,,,,
DK01,2014,,17891864,,,,
DK01,2015,,8516726,,,,
DK01,2016,1789174,194716,0.1088301082,,,
DK01,2017,1807404,8254769,4.567196377,0.1088301082,,
DK01,2018,1822659,5561556,3.051342023,4.567196377,0.1088301082,
DK01,2019,1835562,7817856,4.259107565,3.051342023,4.567196377,0.1088301082
DK01,2020,1846023,7515010,4.070918943,4.259107565,3.051342023,4.567196377
DK01,2021,1855084,10920616,5.886857954,4.070918943,4.259107565,3.051342023
DK01,2022,1867948,10664451,5.709179806,5.886857954,4.070918943,4.259107565
DK01,2023,1891871,0,0,5.709179806,5.886857954,4.070918943
DK01,2024,1911067,0,0,0,5.709179806,5.886857954
DK01,2025,1930793,0,0,0,0,5.709179806
DK02,1986,,0,,,,
DK02,1987,,0,,,,
DK02,1988,,0,,,,
DK02,1989,,0,,,,
DK02,1990,,591515,,,,
DK02,1991,,937814,,,,
DK02,1992,,1678252,,,,
DK02,1993,,1303403,,,,
DK02,1994,,2699613,,,,
DK02,1995,,1937197,,,,
DK02,1996,,876589,,,,
DK02,1997,,6609206,,,,
DK02,1998,,2306366,,,,
DK02,1999,,836961,,,,
DK02,2000,,6329631,,,,
DK02,2001,,552504,,,,
DK02,2002,,1963863,,,,
DK02,2003,,3807201,,,,
DK02,2004,,2535715,,,,
DK02,2005,,2868265,,,,
DK02,2006,,1659419,,,,
DK02,2007,,4893996,,,,
DK02,2008,,2582254,,,,
DK02,2009,,2671966,,,,
DK02,2010,,2621641,,,,
DK02,2011,,8644725,,,,
DK02,2012,,2814218,,,,
DK02,2013,,0,,,,
DK02,2014,,10026863,,,,
DK02,2015,,4772898,,,,
DK02,2016,827499,255652,0.3089453885,,,
DK02,2017,832553,4695919,5.640384456,0.3089453885,,
DK02,2018,835024,2888541,3.459231112,5.640384456,0.3089453885,
DK02,2019,836738,3538020,4.228348659,3.459231112,5.640384456,0.3089453885
DK02,2020,837359,4513444,5.390094332,4.228348659,3.459231112,5.640384456
DK02,2021,838840,7646630,9.115719327,5.390094332,4.228348659,3.459231112
DK02,2022,843513,8700169,10.31420855,9.115719327,5.390094332,4.228348659
DK02,2023,849857,0,0,10.31420855,9.115719327,5.390094332
DK02,2024,852953,0,0,0,10.31420855,9.115719327
DK02,2025,854902,0,0,0,0,10.31420855
DK03,1986,,0,,,,
DK03,1987,,0,,,,
DK03,1988,,0,,,,
DK03,1989,,0,,,,
DK03,1990,,862369,,,,
DK03,1991,,1367238,,,,
DK03,1992,,2446721,,,,
DK03,1993,,1827335,,,,
DK03,1994,,3917538,,,,
DK03,1995,,2824236,,,,
DK03,1996,,1277978,,,,
DK03,1997,,9635550,,,,
DK03,1998,,3362447,,,,
DK03,1999,,1220204,,,,
DK03,2000,,9227958,,,,
DK03,2001,,805495,,,,
DK03,2002,,2863112,,,,
DK03,2003,,5550512,,,,
DK03,2004,,3696815,,,,
DK03,2005,,4181638,,,,
DK03,2006,,2419264,,,,
DK03,2007,,7236713,,,,
DK03,2008,,3917311,,,,
DK03,2009,,4085269,,,,
DK03,2010,,4220557,,,,
DK03,2011,,13917066,,,,
DK03,2012,,4530585,,,,
DK03,2013,,0,,,,
DK03,2014,,16142160,,,,
DK03,2015,,7683848,,,,
DK03,2016,1211770,131877,0.1088300585,,,
DK03,2017,1217224,6241762,5.127866358,0.1088300585,,
DK03,2018,1220763,3704781,3.034807739,5.127866358,0.1088300585,
DK03,2019,1223348,5173993,4.229371364,3.034807739,5.127866358,0.1088300585
DK03,2020,1223105,4905519,4.010709628,4.229371364,3.034807739,5.127866358
DK03,2021,1223634,7125578,5.823291932,4.010709628,4.229371364,3.034807739
DK03,2022,1228362,6937958,5.648137927,5.823291932,4.010709628,4.229371364
DK03,2023,1237413,0,0,5.648137927,5.823291932,4.010709628
DK03,2024,1238406,0,0,0,5.648137927,5.823291932
DK03,2025,1240472,0,0,0,0,5.648137927
DK04,1986,,0,,,,
DK04,1987,,0,,,,
DK04,1988,,0,,,,
DK04,1989,,0,,,,
DK04,1990,,889629,,,,
DK04,1991,,1410458,,,,
DK04,1992,,2524064,,,,
DK04,1993,,1885098,,,,
DK04,1994,,4041375,,,,
DK04,1995,,2913512,,,,
DK04,1996,,1318376,,,,
DK04,1997,,9940136,,,,
DK04,1998,,3468736,,,,
DK04,1999,,1258775,,,,
DK04,2000,,9519661,,,,
DK04,2001,,830957,,,,
DK04,2002,,2953618,,,,
DK04,2003,,5725968,,,,
DK04,2004,,3813674,,,,
DK04,2005,,4313823,,,,
DK04,2006,,2495739,,,,
DK04,2007,,7223670,,,,
DK04,2008,,3678438,,,,
DK04,2009,,3763393,,,,
DK04,2010,,3407174,,,,
DK04,2011,,11234977,,,,
DK04,2012,,3657453,,,,
DK04,2013,,0,,,,
DK04,2014,,13031252,,,,
DK04,2015,,6203021,,,,
DK04,2016,1293309,140751,0.1088301404,,,
DK04,2017,1304253,5976601,4.582393907,0.1088301404,,
DK04,2018,1313596,4003240,3.047542776,4.582393907,0.1088301404,
DK04,2019,1320678,5611593,4.249024365,3.047542776,4.582393907,0.1088301404
DK04,2020,1326340,5380390,4.056569205,4.249024365,3.047542776,4.582393907
DK04,2021,1332048,7830180,5.878301683,4.056569205,4.249024365,3.047542776
DK04,2022,1341857,7672317,5.717686013,5.878301683,4.056569205,4.249024365
DK04,2023,1358879,0,0,5.717686013,5.878301683,4.056569205
DK04,2024,1365688,0,0,0,5.717686013,5.878301683
DK04,2025,1373799,0,0,0,0,5.717686013
DK05,1986,,0,,,,
DK05,1987,,0,,,,
DK05,1988,,0,,,,
DK05,1989,,0,,,,
DK05,1990,,418184,,,,
DK05,1991,,663008,,,,
DK05,1992,,1686476,,,,
DK05,1993,,1186120,,,,
DK05,1994,,1899711,,,,
DK05,1995,,1537519,,,,
DK05,1996,,619723,,,,
DK05,1997,,4672519,,,,
DK05,1998,,1630534,,,,
DK05,1999,,591707,,,,
DK05,2000,,4474867,,,,
DK05,2001,,390604,,,,
DK05,2002,,1388394,,,,
DK05,2003,,2691582,,,,
DK05,2004,,1792678,,,,
DK05,2005,,2027781,,,,
DK05,2006,,1173161,,,,
DK05,2007,,4270052,,,,
DK05,2008,,3040785,,,,
DK05,2009,,3400091,,,,
DK05,2010,,5025599,,,,
DK05,2011,,16571652,,,,
DK05,2012,,5394763,,,,
DK05,2013,,0,,,,
DK05,2014,,19221164,,,,
DK05,2015,,9149488,,,,
DK05,2016,585499,63720,0.1088302457,,,
DK05,2017,587335,4920141,8.377060792,0.1088302457,,
DK05,2018,589148,1788268,3.035345957,8.377060792,0.1088302457,
DK05,2019,589755,2490426,4.222814559,3.035345957,8.377060792,0.1088302457
DK05,2020,589936,2369123,4.015898335,4.222814559,3.035345957,8.377060792
DK05,2021,590439,3441836,5.829282957,4.015898335,4.222814559,3.035345957
DK05,2022,591740,3322604,5.614972792,5.829282957,4.015898335,4.222814559
DK05,2023,594634,0,0,5.614972792,5.829282957,4.015898335
DK05,2024,593135,0,0,0,5.614972792,5.829282957
DK05,2025,592768,0,0,0,0,5.614972792
EE00,1986,,0,,,,
EE00,1987,,0,,,,
EE00,1988,,0,,,,
EE00,1989,,0,,,,
EE00,1990,,0,,,,
EE00,1991,,0,,,,
EE00,1992,,0,,,,
EE00,1993,,0,,,,
EE00,1994,,0,,,,
EE00,1995,,0,,,,
EE00,1996,,0,,,,
EE00,1997,,0,,,,
EE00,1998,,0,,,,
EE00,1999,,0,,,,
EE00,2000,,0,,,,
EE00,2001,,0,,,,
EE00,2002,,0,,,,
EE00,2003,,0,,,,
EE00,2004,,22597566,,,,
EE00,2005,,40162088,,,,
EE00,2006,,52419632,,,,
EE00,2007,,110720028,,,,
EE00,2008,,88290370,,,,
EE00,2009,,332590592,,,,
EE00,2010,,338953824,,,,
EE00,2011,,163209616,,,,
EE00,2012,,260134201,,,,
EE00,2013,,291867263,,,,
EE00,2014,,211824718,,,,
EE00,2015,,89091935,,,,
EE00,2016,1315944,79598962,60.4881074,,,
EE00,2017,1315635,118516693,90.08326246,60.4881074,,
EE00,2018,1319133,192039426,145.5800332,90.08326246,60.4881074,
EE00,2019,1324820,347547500,262.335638,145.5800332,90.08326246,60.4881074
EE00,2020,1328976,295443863,222.3094044,262.335638,145.5800332,90.08326246
EE00,2021,1330068,326102717,245.1774774,222.3094044,262.335638,145.5800332
EE00,2022,1331796,378086620,283.8922928,245.1774774,222.3094044,262.335638
EE00,2023,1365884,0,0,283.8922928,245.1774774,222.3094044
EE00,2024,1374687,0,0,0,283.8922928,245.1774774
EE00,2025,1369995,0,0,0,0,283.8922928
EFTA,1986,,0,,,,
EFTA,1987,,0,,,,
EFTA,1988,,0,,,,
EFTA,1989,,0,,,,
EFTA,1990,,0,,,,
EFTA,1991,,0,,,,
EFTA,1992,,0,,,,
EFTA,1993,,0,,,,
EFTA,1994,,0,,,,
EFTA,1995,,0,,,,
EFTA,1996,,0,,,,
EFTA,1997,,0,,,,
EFTA,1998,,0,,,,
EFTA,1999,,0,,,,
EFTA,2000,,0,,,,
EFTA,2001,,0,,,,
EFTA,2002,,0,,,,
EFTA,2003,,0,,,,
EFTA,2004,,0,,,,
EFTA,2005,,0,,,,
EFTA,2006,,0,,,,
EFTA,2007,,0,,,,
EFTA,2008,,0,,,,
EFTA,2009,,0,,,,
EFTA,2010,,0,,,,
EFTA,2011,,0,,,,
EFTA,2012,,0,,,,
EFTA,2013,,0,,,,
EFTA,2014,,0,,,,
EFTA,2015,,0,,,,
EFTA,2016,13911262,0,0,,,
EFTA,2017,14054026,0,0,0,,
EFTA,2018,14166313,0,0,0,0,
EFTA,2019,14268108,0,0,0,0,0
EFTA,2020,14376494,0,0,0,0,0
EFTA,2021,14469516,0,0,0,0,0
EFTA,2022,14579617,0,0,0,0,0
EFTA,2023,14731804,0,0,0,0,0
EFTA,2024,14936057,0,0,0,0,0
EFTA,2025,,0,,0,0,0
EL11,1986,,0,,,,
EL11,1987,,0,,,,
EL11,1988,,0,,,,
EL11,1989,,0,,,,
EL11,1990,,0,,,,
EL11,1991,,0,,,,
EL11,1992,,0,,,,
EL11,1993,,0,,,,
EL11,1994,,0,,,,
EL11,1995,,0,,,,
EL11,1996,,0,,,,
EL11,1997,,0,,,,
EL11,1998,,0,,,,
EL11,1999,,0,,,,
EL11,2000,,0,,,,
EL11,2001,,0,,,,
EL11,2002,,0,,,,
EL11,2003,,0,,,,
EL11,2004,,0,,,,
EL11,2005,,0,,,,
EL11,2006,,0,,,,
EL11,2007,,0,,,,
EL11,2008,,0,,,,
EL11,2009,,0,,,,
EL11,2010,,0,,,,
EL11,2011,,0,,,,
EL11,2012,,0,,,,
EL11,2013,,0,,,,
EL11,2014,,0,,,,
EL11,2015,,0,,,,
EL11,2016,,40547576,,,,
EL11,2017,,37073204,,,,
EL11,2018,,55950182,,,,
EL11,2019,,78731258,,,,
EL11,2020,,163885166,,,,
EL11,2021,,182471218,,,,
EL11,2022,,147710416,,,,
EL11,2023,,0,,,,
EL11,2024,,0,,,,
EL11,2025,,0,,,,
EL12,1986,,0,,,,
EL12,1987,,0,,,,
EL12,1988,,0,,,,
EL12,1989,,0,,,,
EL12,1990,,0,,,,
EL12,1991,,0,,,,
EL12,1992,,0,,,,
EL12,1993,,0,,,,
EL12,1994,,0,,,,
EL12,1995,,0,,,,
EL12,1996,,0,,,,
EL12,1997,,0,,,,
EL12,1998,,0,,,,
EL12,1999,,0,,,,
EL12,2000,,0,,,,
EL12,2001,,0,,,,
EL12,2002,,0,,,,
EL12,2003,,0,,,,
EL12,2004,,0,,,,
EL12,2005,,0,,,,
EL12,2006,,0,,,,
EL12,2007,,0,,,,
EL12,2008,,0,,,,
EL12,2009,,0,,,,
EL12,2010,,0,,,,
EL12,2011,,0,,,,
EL12,2012,,0,,,,
EL12,2013,,0,,,,
EL12,2014,,0,,,,
EL12,2015,,0,,,,
EL12,2016,,110275267,,,,
EL12,2017,,145597982,,,,
EL12,2018,,154063126,,,,
EL12,2019,,224435147,,,,
EL12,2020,,454545014,,,,
EL12,2021,,706395506,,,,
EL12,2022,,320223186,,,,
EL12,2023,,0,,,,
EL12,2024,,0,,,,
EL12,2025,,0,,,,
EL13,1986,,0,,,,
EL13,1987,,0,,,,
EL13,1988,,0,,,,
EL13,1989,,0,,,,
EL13,1990,,0,,,,
EL13,1991,,0,,,,
EL13,1992,,0,,,,
EL13,1993,,0,,,,
EL13,1994,,0,,,,
EL13,1995,,0,,,,
EL13,1996,,0,,,,
EL13,1997,,0,,,,
EL13,1998,,0,,,,
EL13,1999,,0,,,,
EL13,2000,,0,,,,
EL13,2001,,0,,,,
EL13,2002,,0,,,,
EL13,2003,,0,,,,
EL13,2004,,0,,,,
EL13,2005,,0,,,,
EL13,2006,,0,,,,
EL13,2007,,0,,,,
EL13,2008,,0,,,,
EL13,2009,,0,,,,
EL13,2010,,0,,,,
EL13,2011,,0,,,,
EL13,2012,,0,,,,
EL13,2013,,0,,,,
EL13,2014,,0,,,,
EL13,2015,,0,,,,
EL13,2016,,13897523,,,,
EL13,2017,,16556738,,,,
EL13,2018,,17645949,,,,
EL13,2019,,24630774,,,,
EL13,2020,,77768758,,,,
EL13,2021,,81047196,,,,
EL13,2022,,53301716,,,,
EL13,2023,,0,,,,
EL13,2024,,0,,,,
EL13,2025,,0,,,,
EL14,1986,,0,,,,
EL14,1987,,0,,,,
EL14,1988,,0,,,,
EL14,1989,,0,,,,
EL14,1990,,0,,,,
EL14,1991,,0,,,,
EL14,1992,,0,,,,
EL14,1993,,0,,,,
EL14,1994,,0,,,,
EL14,1995,,0,,,,
EL14,1996,,0,,,,
EL14,1997,,0,,,,
EL14,1998,,0,,,,
EL14,1999,,0,,,,
EL14,2000,,0,,,,
EL14,2001,,0,,,,
EL14,2002,,0,,,,
EL14,2003,,0,,,,
EL14,2004,,0,,,,
EL14,2005,,0,,,,
EL14,2006,,0,,,,
EL14,2007,,0,,,,
EL14,2008,,0,,,,
EL14,2009,,0,,,,
EL14,2010,,0,,,,
EL14,2011,,0,,,,
EL14,2012,,0,,,,
EL14,2013,,0,,,,
EL14,2014,,0,,,,
EL14,2015,,0,,,,
EL14,2016,,28451489,,,,
EL14,2017,,48376501,,,,
EL14,2018,,56881308,,,,
EL14,2019,,82658764,,,,
EL14,2020,,182196359,,,,
EL14,2021,,201444578,,,,
EL14,2022,,135008013,,,,
EL14,2023,,0,,,,
EL14,2024,,0,,,,
EL14,2025,,0,,,,
EL21,1986,,0,,,,
EL21,1987,,0,,,,
EL21,1988,,0,,,,
EL21,1989,,0,,,,
EL21,1990,,0,,,,
EL21,1991,,0,,,,
EL21,1992,,0,,,,
EL21,1993,,0,,,,
EL21,1994,,0,,,,
EL21,1995,,0,,,,
EL21,1996,,0,,,,
EL21,1997,,0,,,,
EL21,1998,,0,,,,
EL21,1999,,0,,,,
EL21,2000,,0,,,,
EL21,2001,,0,,,,
EL21,2002,,0,,,,
EL21,2003,,0,,,,
EL21,2004,,0,,,,
EL21,2005,,0,,,,
EL21,2006,,0,,,,
EL21,2007,,0,,,,
EL21,2008,,0,,,,
EL21,2009,,0,,,,
EL21,2010,,0,,,,
EL21,2011,,0,,,,
EL21,2012,,0,,,,
EL21,2013,,0,,,,
EL21,2014,,0,,,,
EL21,2015,,0,,,,
EL21,2016,,19942936,,,,
EL21,2017,,27509515,,,,
EL21,2018,,36345133,,,,
EL21,2019,,49011070,,,,
EL21,2020,,96059949,,,,
EL21,2021,,120529676,,,,
EL21,2022,,65972886,,,,
EL21,2023,,0,,,,
EL21,2024,,0,,,,
EL21,2025,,0,,,,
EL22,1986,,0,,,,
EL22,1987,,0,,,,
EL22,1988,,0,,,,
EL22,1989,,0,,,,
EL22,1990,,0,,,,
EL22,1991,,0,,,,
EL22,1992,,0,,,,
EL22,1993,,0,,,,
EL22,1994,,0,,,,
EL22,1995,,0,,,,
EL22,1996,,0,,,,
EL22,1997,,0,,,,
EL22,1998,,0,,,,
EL22,1999,,0,,,,
EL22,2000,,0,,,,
EL22,2001,,0,,,,
EL22,2002,,0,,,,
EL22,2003,,0,,,,
EL22,2004,,0,,,,
EL22,2005,,0,,,,
EL22,2006,,0,,,,
EL22,2007,,0,,,,
EL22,2008,,0,,,,
EL22,2009,,0,,,,
EL22,2010,,0,,,,
EL22,2011,,0,,,,
EL22,2012,,0,,,,
EL22,2013,,0,,,,
EL22,2014,,0,,,,
EL22,2015,,0,,,,
EL22,2016,,8248996,,,,
EL22,2017,,19824935,,,,
EL22,2018,,21033942,,,,
EL22,2019,,21124169,,,,
EL22,2020,,56149869,,,,
EL22,2021,,48694795,,,,
EL22,2022,,59178306,,,,
EL22,2023,,0,,,,
EL22,2024,,0,,,,
EL22,2025,,0,,,,
EL23,1986,,0,,,,
EL23,1987,,0,,,,
EL23,1988,,0,,,,
EL23,1989,,0,,,,
EL23,1990,,0,,,,
EL23,1991,,0,,,,
EL23,1992,,0,,,,
EL23,1993,,0,,,,
EL23,1994,,0,,,,
EL23,1995,,0,,,,
EL23,1996,,0,,,,
EL23,1997,,0,,,,
EL23,1998,,0,,,,
EL23,1999,,0,,,,
EL23,2000,,0,,,,
EL23,2001,,0,,,,
EL23,2002,,0,,,,
EL23,2003,,0,,,,
EL23,2004,,0,,,,
EL23,2005,,0,,,,
EL23,2006,,0,,,,
EL23,2007,,0,,,,
EL23,2008,,0,,,,
EL23,2009,,0,,,,
EL23,2010,,0,,,,
EL23,2011,,0,,,,
EL23,2012,,0,,,,
EL23,2013,,0,,,,
EL23,2014,,0,,,,
EL23,2015,,0,,,,
EL23,2016,,50185462,,,,
EL23,2017,,46688534,,,,
EL23,2018,,52495490,,,,
EL23,2019,,77711524,,,,
EL23,2020,,170766602,,,,
EL23,2021,,171590880,,,,
EL23,2022,,144393659,,,,
EL23,2023,,0,,,,
EL23,2024,,0,,,,
EL23,2025,,0,,,,
EL24,1986,,0,,,,
EL24,1987,,0,,,,
EL24,1988,,0,,,,
EL24,1989,,0,,,,
EL24,1990,,0,,,,
EL24,1991,,0,,,,
EL24,1992,,0,,,,
EL24,1993,,0,,,,
EL24,1994,,0,,,,
EL24,1995,,0,,,,
EL24,1996,,0,,,,
EL24,1997,,0,,,,
EL24,1998,,0,,,,
EL24,1999,,0,,,,
EL24,2000,,0,,,,
EL24,2001,,0,,,,
EL24,2002,,0,,,,
EL24,2003,,0,,,,
EL24,2004,,0,,,,
EL24,2005,,0,,,,
EL24,2006,,0,,,,
EL24,2007,,0,,,,
EL24,2008,,0,,,,
EL24,2009,,0,,,,
EL24,2010,,0,,,,
EL24,2011,,0,,,,
EL24,2012,,0,,,,
EL24,2013,,0,,,,
EL24,2014,,0,,,,
EL24,2015,,0,,,,
EL24,2016,,15123190,,,,
EL24,2017,,11858382,,,,
EL24,2018,,25458710,,,,
EL24,2019,,46225386,,,,
EL24,2020,,126650072,,,,
EL24,2021,,110961315,,,,
EL24,2022,,53954798,,,,
EL24,2023,,0,,,,
EL24,2024,,0,,,,
EL24,2025,,0,,,,
EL25,1986,,0,,,,
EL25,1987,,0,,,,
EL25,1988,,0,,,,
EL25,1989,,0,,,,
EL25,1990,,0,,,,
EL25,1991,,0,,,,
EL25,1992,,0,,,,
EL25,1993,,0,,,,
EL25,1994,,0,,,,
EL25,1995,,0,,,,
EL25,1996,,0,,,,
EL25,1997,,0,,,,
EL25,1998,,0,,,,
EL25,1999,,0,,,,
EL25,2000,,0,,,,
EL25,2001,,0,,,,
EL25,2002,,0,,,,
EL25,2003,,0,,,,
EL25,2004,,0,,,,
EL25,2005,,0,,,,
EL25,2006,,0,,,,
EL25,2007,,0,,,,
EL25,2008,,0,,,,
EL25,2009,,0,,,,
EL25,2010,,0,,,,
EL25,2011,,0,,,,
EL25,2012,,0,,,,
EL25,2013,,0,,,,
EL25,2014,,0,,,,
EL25,2015,,0,,,,
EL25,2016,,21776193,,,,
EL25,2017,,19263404,,,,
EL25,2018,,35367836,,,,
EL25,2019,,41854093,,,,
EL25,2020,,137045077,,,,
EL25,2021,,133890270,,,,
EL25,2022,,87201748,,,,
EL25,2023,,0,,,,
EL25,2024,,0,,,,
EL25,2025,,0,,,,
EL30,1986,,0,,,,
EL30,1987,,920646,,,,
EL30,1988,,256602,,,,
EL30,1989,,664044,,,,
EL30,1990,,34056388,,,,
EL30,1991,,45435832,,,,
EL30,1992,,363388857,,,,
EL30,1993,,255761262,,,,
EL30,1994,,186271542,,,,
EL30,1995,,215091247,,,,
EL30,1996,,279898354,,,,
EL30,1997,,254122049,,,,
EL30,1998,,247490205,,,,
EL30,1999,,234359290,,,,
EL30,2000,,251857071,,,,
EL30,2001,,510365304,,,,
EL30,2002,,337536152,,,,
EL30,2003,,363012214,,,,
EL30,2004,,482898976,,,,
EL30,2005,,356021664,,,,
EL30,2006,,624376640,,,,
EL30,2007,,873022764,,,,
EL30,2008,,843266304,,,,
EL30,2009,,375411504,,,,
EL30,2010,,382413120,,,,
EL30,2011,,397326576,,,,
EL30,2012,,245094816,,,,
EL30,2013,,309643296,,,,
EL30,2014,,651399424,,,,
EL30,2015,,202932327,,,,
EL30,2016,3781274,70215469,18.56926237,,,
EL30,2017,3773559,77080510,20.42647538,18.56926237,,
EL30,2018,3756453,70200853,18.68806904,20.42647538,18.56926237,
EL30,2019,3742235,158363701,42.31794663,18.68806904,20.42647538,18.56926237
EL30,2020,3738901,976059778,261.0552614,42.31794663,18.68806904,20.42647538
EL30,2021,3736737,427289270,114.3482322,261.0552614,42.31794663,18.68806904
EL30,2022,3807698,253202857,66.49762061,114.3482322,261.0552614,42.31794663
EL30,2023,3795536,0,0,66.49762061,114.3482322,261.0552614
EL30,2024,,0,,0,66.49762061,114.3482322
EL30,2025,3764272,0,0,,0,66.49762061
EL41,1986,,0,,,,
EL41,1987,,5645274,,,,
EL41,1988,,7849512,,,,
EL41,1989,,36261,,,,
EL41,1990,,33122780,,,,
EL41,1991,,15114645,,,,
EL41,1992,,75806636,,,,
EL41,1993,,76912893,,,,
EL41,1994,,18266193,,,,
EL41,1995,,32752175,,,,
EL41,1996,,34949403,,,,
EL41,1997,,32011138,,,,
EL41,1998,,33139120,,,,
EL41,1999,,31851949,,,,
EL41,2000,,48144476,,,,
EL41,2001,,42029776,,,,
EL41,2002,,17407278,,,,
EL41,2003,,20014985,,,,
EL41,2004,,34783214,,,,
EL41,2005,,35644348,,,,
EL41,2006,,80681840,,,,
EL41,2007,,93961344,,,,
EL41,2008,,108823224,,,,
EL41,2009,,42059978,,,,
EL41,2010,,43399623,,,,
EL41,2011,,54540224,,,,
EL41,2012,,40609648,,,,
EL41,2013,,54563764,,,,
EL41,2014,,43301968,,,,
EL41,2015,,45772281,,,,
EL41,2016,196654,22112312,112.4427268,,,
EL41,2017,203700,12627823,61.99225822,112.4427268,,
EL41,2018,211137,19277262,91.30214979,61.99225822,112.4427268,
EL41,2019,221098,25795893,116.6717609,91.30214979,61.99225822,112.4427268
EL41,2020,229516,74328215,323.8476403,116.6717609,91.30214979,61.99225822
EL41,2021,229155,78375802,342.0209116,323.8476403,116.6717609,91.30214979
EL41,2022,194597,41294227,212.2038212,342.0209116,323.8476403,116.6717609
EL41,2023,194784,0,0,212.2038212,342.0209116,323.8476403
EL41,2024,,0,,0,212.2038212,342.0209116
EL41,2025,207927,0,0,,0,212.2038212
EL42,1986,,0,,,,
EL42,1987,,64675,,,,
EL42,1988,,18026,,,,
EL42,1989,,46649,,,,
EL42,1990,,1432009,,,,
EL42,1991,,1592489,,,,
EL42,1992,,13377199,,,,
EL42,1993,,23110035,,,,
EL42,1994,,30925593,,,,
EL42,1995,,28345842,,,,
EL42,1996,,43678143,,,,
EL42,1997,,38157768,,,,
EL42,1998,,45849621,,,,
EL42,1999,,6885553,,,,
EL42,2000,,68152904,,,,
EL42,2001,,66666005,,,,
EL42,2002,,32026573,,,,
EL42,2003,,21691365,,,,
EL42,2004,,49945263,,,,
EL42,2005,,49367772,,,,
EL42,2006,,83323056,,,,
EL42,2007,,117329133,,,,
EL42,2008,,135602024,,,,
EL42,2009,,49264296,,,,
EL42,2010,,29872377,,,,
EL42,2011,,44399042,,,,
EL42,2012,,40811184,,,,
EL42,2013,,44449352,,,,
EL42,2014,,54371336,,,,
EL42,2015,,52061771,,,,
EL42,2016,334791,9458883,28.2530982,,,
EL42,2017,338383,5498047,16.24800005,28.2530982,,
EL42,2018,340870,8457693,24.81207792,16.24800005,28.2530982,
EL42,2019,344027,17661291,51.33693286,24.81207792,16.24800005,28.2530982
EL42,2020,347512,91210303,262.4666285,51.33693286,24.81207792,16.24800005
EL42,2021,347848,39755207,114.2890199,262.4666285,51.33693286,24.81207792
EL42,2022,327647,17033222,51.98650377,114.2890199,262.4666285,51.33693286
EL42,2023,326841,0,0,51.98650377,114.2890199,262.4666285
EL42,2024,,0,,0,51.98650377,114.2890199
EL42,2025,327036,0,0,,0,51.98650377
EL43,1986,,7603500,,,,
EL43,1987,,9425515,,,,
EL43,1988,,7642107,,,,
EL43,1989,,21339367,,,,
EL43,1990,,29702384,,,,
EL43,1991,,17960155,,,,
EL43,1992,,78506111,,,,
EL43,1993,,67497897,,,,
EL43,1994,,46445466,,,,
EL43,1995,,57420600,,,,
EL43,1996,,79608776,,,,
EL43,1997,,76995259,,,,
EL43,1998,,128529089,,,,
EL43,1999,,96827005,,,,
EL43,2000,,86687838,,,,
EL43,2001,,79572093,,,,
EL43,2002,,37949280,,,,
EL43,2003,,51195405,,,,
EL43,2004,,109994298,,,,
EL43,2005,,83874000,,,,
EL43,2006,,85024671,,,,
EL43,2007,,157752234,,,,
EL43,2008,,217282539,,,,
EL43,2009,,79661846,,,,
EL43,2010,,118972042,,,,
EL43,2011,,135802788,,,,
EL43,2012,,104643408,,,,
EL43,2013,,150780672,,,,
EL43,2014,,111357304,,,,
EL43,2015,,119374941,,,,
EL43,2016,631812,47118980,74.57753256,,,
EL43,2017,632674,16746658,26.46964788,74.57753256,,
EL43,2018,633506,38946782,61.47815806,26.46964788,74.57753256,
EL43,2019,634930,53719810,84.60745279,61.47815806,26.46964788,74.57753256
EL43,2020,636504,168104403,264.1058077,84.60745279,61.47815806,26.46964788
EL43,2021,636766,170585783,267.8939877,264.1058077,84.60745279,61.47815806
EL43,2022,623900,124194103,199.060912,267.8939877,264.1058077,84.60745279
EL43,2023,622624,0,0,199.060912,267.8939877,264.1058077
EL43,2024,,0,,0,199.060912,267.8939877
EL43,2025,621121,0,0,,0,199.060912
EL51,1986,,0,,,,
EL51,1987,,145585,,,,
EL51,1988,,40577,,,,
EL51,1989,,105008,,,,
EL51,1990,,25829382,,,,
EL51,1991,,32620667,,,,
EL51,1992,,131729606,,,,
EL51,1993,,134056718,,,,
EL51,1994,,100512475,,,,
EL51,1995,,109163692,,,,
EL51,1996,,100664418,,,,
EL51,1997,,118481695,,,,
EL51,1998,,146484312,,,,
EL51,1999,,140343312,,,,
EL51,2000,,88138974,,,,
EL51,2001,,114555012,,,,
EL51,2002,,71707535,,,,
EL51,2003,,58821540,,,,
EL51,2004,,75623686,,,,
EL51,2005,,108589288,,,,
EL51,2006,,121448250,,,,
EL51,2007,,270263228,,,,
EL51,2008,,284665458,,,,
EL51,2009,,345424358,,,,
EL51,2010,,368485698,,,,
EL51,2011,,443531932,,,,
EL51,2012,,531751456,,,,
EL51,2013,,605738944,,,,
EL51,2014,,465513344,,,,
EL51,2015,,173317866,,,,
EL51,2016,604504,20117536,33.27940923,,,
EL51,2017,602799,0,0,33.27940923,,
